year,month,day,atm(hPa),Rav(mm),Rmax_day(mm),Rmax_hr(mm),Rmax_10min(mm),Tav(вJ),Tav_max(вJ),Tav_min(вJ),T_max(вJ),T_min(вJ),Hav(вH),H_min(вH),sun (h),snow(cm),snow_max(cm),snow_depth(cm),cloud,snow_day,fog_day,thunder_day,Label
2008,1,1бу 5,1012.4,0,0,0,0,4.7,9.6,0.9,11.5,-0.6,63,36,25.7,0,0,0,6.2,2,0,0,0
2008,1,6бу10,1013.9,0,0,0,0,7,12.1,2.8,13.9,0.5,66,31,31,0,0,0,5.8,0,0,0,0
2008,1,11бу15,1016.5,23.5,18.5,6.5,3,5.5,9.2,2.2,12.4,-0.5,65,36,14.5,0,0,0,7.7,3,0,0,0
2008,1,16бу20,1021,5,4.5,1,0.5,3.4,7.8,1.1,10.7,-0.1,65,33,22,0,0,0,7.7,2,0,0,0
2008,1,21бу25,1014.5,11,10.5,2,0.5,3.9,6.9,1.3,7.5,-0.3,71,49,8.8,0,0,0,8.5,2,0,0,0
2008,1,26бу31,1013.6,7.5,5.5,1,0.5,3.6,6.8,1.4,8.8,-0.4,70,44,8,0,0,0,8.9,3,0,0,0
2008,2,1бу 5,1012.9,11.5,9.5,2,0.5,3.5,7.4,1,9.8,0.6,71,41,11.6,0,0,0,8,2,0,0,0
2008,2,6бу10,1013,13.5,13,3.5,1,3,7.4,0.3,10.6,-0.1,71,41,14.9,5,3,3,7.7,3,0,0,0
2008,2,11бу15,1011.7,8.5,6,1.5,0.5,3.3,7.8,-0.4,12.3,-1.9,65,32,24.4,4,4,4,7,4,0,0,0
2008,2,16бу20,1020,1.5,1,0.5,0.5,3.3,8.2,0.2,11.7,-0.7,64,30,23.2,1,1,1,6.7,3,0,0,0
2008,2,21бу25,1015,4,2.5,1,0.5,4.2,10.1,-0.5,14.3,-2.2,60,19,29.3,3,1,2,6.8,3,0,0,0
2008,2,26бу29,1008.4,22,19,6.5,1.5,4.2,8.7,0.6,12.2,-0.8,66,33,17.4,0,0,0,8.2,3,0,0,0
2008,3,1бу 5,1009.3,4,2.5,1.5,0.5,5.5,10.2,2.3,11.9,1,61,24,21,0,0,0,7.2,1,0,0,0
2008,3,6бу10,1016.4,10.5,9.5,2.5,1.5,7,13.2,1.6,16.5,-0.6,62,28,30.1,0,0,0,5.4,0,0,0,0
2008,3,11бу15,1015.3,30.5,30.5,7.5,3,11.6,17.6,6.4,19.9,3.6,62,22,30.9,0,0,0,3.8,0,0,0,0
2008,3,16бу20,1009.7,41.5,29.5,4.5,1.5,11.6,16.9,6.5,20.6,3.6,57,8,29.1,0,0,0,6.4,0,0,0,1
2008,3,21бу25,1008.7,17,16,8,2,12.7,19.2,7.2,21.6,5,56,17,35.1,0,0,0,5.9,0,0,0,0
2008,3,26бу31,1008.2,20,10,2.5,1,9.2,14.1,5.4,16.4,3.5,60,26,31.1,0,0,0,7.9,0,0,0,0
2008,4,1бу 5,1010,0.5,0.5,0.5,0.5,10.5,17.2,4.5,20.6,2.9,52,16,34.6,0,0,0,5.6,0,0,0,0
2008,4,6бу10,1005.3,76,34.5,8.5,2.5,13.6,17.8,9.5,21.7,6,64,17,17.1,0,0,0,7.1,0,0,0,0
2008,4,11бу15,1010.1,24,22,7,4,13.7,19,8.9,23.2,6.5,61,18,21.4,0,0,0,7.8,0,0,0,0
2008,4,16бу20,1008.5,60,48.5,7.5,2,15.2,18.8,12.4,21,11,67,41,11.6,0,0,0,8.4,0,0,1,0
2008,4,21бу25,1009.4,17.5,16.5,4.5,1.5,16.3,22.9,10.3,26,8.5,55,24,36.3,0,0,0,7.2,0,0,0,0
2008,4,26бу30,1010.2,0,0,0,0,17,23.9,10.7,28.4,6.6,50,22,46.2,0,0,0,4.1,0,0,0,0
2008,5,1бу 5,1004.5,1.5,1.5,0.5,0.5,20.5,26.5,14.6,30.7,12.6,56,24,24.9,0,0,0,7.3,0,0,0,0
2008,5,6бу10,1006.4,22,22,2.5,0.5,17.8,24.1,12.1,28.7,9.2,49,18,30,0,0,0,6.3,0,0,0,0
2008,5,11бу15,1009.7,40,19.5,7,4.5,15.6,21.7,10.2,24,7.6,59,20,29.2,0,0,0,6.9,0,0,1,0
2008,5,16бу20,1005.4,25,16,4.5,1,19.6,25.3,14.2,27.5,11.2,53,21,36.9,0,0,0,5.6,0,0,0,0
2008,5,21бу25,1006.2,74.5,49,29.5,8.5,20.8,26.6,15.5,29.9,11.4,60,18,33.4,0,0,0,8.1,0,0,0,0
2008,5,26бу31,1002.3,35.5,31,7.5,2,21,26.3,16.5,30.4,13.7,61,16,29.7,0,0,0,7.8,0,0,0,0
2008,6,1бу 5,1007.9,52.5,21.5,5.5,2,19.6,23.9,15.5,27.9,12.3,65,18,15.3,0,0,0,9.3,0,0,0,0
2008,6,6бу10,1005.5,27,15.5,8,4.5,21.8,27.4,16.4,29.9,14.8,65,28,24.9,0,0,0,7.8,0,0,1,0
2008,6,11бу15,1005.1,7.5,7,3,1,22.1,28,17.1,31.3,13.6,55,23,30.1,0,0,0,7.6,0,0,0,0
2008,6,16бу20,1008,47,34.5,9.5,5,23.5,28.1,19.5,31.3,17,65,31,17,0,0,0,9.6,0,0,0,0
2008,6,21бу25,997.3,13.5,7,3.5,1,23.3,27.3,20,28.9,18.1,71,47,8.3,0,0,0,9.3,0,0,0,0
2008,6,26бу30,1003.1,42,37,6,3.5,23.3,27,20.6,28.8,19.5,70,46,8.3,0,0,0,9.5,0,0,0,0
2008,7,1бу 5,1004.5,6.5,4.5,4.5,3,26.9,32.2,22.6,33.9,19,62,37,32.5,0,0,0,8.4,0,0,1,0
2008,7,6бу10,1004.9,4,3.5,3.5,1,27.4,31.8,24.2,33.6,22.7,65,47,18.3,0,0,0,9,0,0,0,0
2008,7,11бу15,1003.1,19.5,10,9.5,5.5,28.2,33.8,24.7,35,24.2,63,38,23,0,0,0,7.1,0,0,2,0
2008,7,16бу20,1002.4,3,3,2,1.5,29,34.7,24.4,37.4,23,62,32,29.4,0,0,0,6.8,0,0,0,0
2008,7,21бу25,1001.9,0,0,0,0,30.9,36.7,26.6,37.7,26.1,56,35,47.4,0,0,0,5.4,0,0,0,0
2008,7,26бу31,1006,65.5,63.5,26.5,13.5,28.5,34.8,24.3,37.5,22.8,64,34,39.9,0,0,0,6.4,0,0,3,0
2008,8,1бу 5,1003.6,0,0,0,0,30,35.3,26.1,36.3,24.5,61,39,33.2,0,0,0,7.9,0,0,0,0
2008,8,6бу10,1004.1,14.5,10,10,4,29.6,35.5,25.2,36.4,24.1,61,34,31.4,0,0,0,7.5,0,0,3,0
2008,8,11бу15,1002.4,1.5,1.5,1.5,1.5,30.4,36,26.3,37,25.5,58,28,40.8,0,0,0,5.9,0,0,0,0
2008,8,16бу20,1000,2.5,2.5,2.5,1.5,28.3,33.9,24.3,34.8,22.2,60,33,27.6,0,0,0,7.3,0,0,2,0
2008,8,21бу25,1002.9,43.5,34.5,12.5,4.5,24.3,29.2,21,31.1,18.7,67,33,19.3,0,0,0,8.5,0,0,1,0
2008,8,26бу31,1004.1,25.5,13,5,2.5,25.9,29.5,23.2,33.3,21.6,72,41,9.6,0,0,0,9.4,0,0,1,0
2008,9,1бу 5,1002.5,2,1.5,1.5,1,27.1,32,24.3,33.7,22.5,68,46,14.5,0,0,0,9,0,0,0,0
2008,9,6бу10,1009.7,0.5,0.5,0.5,0.5,26.1,31.6,21.4,32.5,18.9,60,29,40.5,0,0,0,4,0,0,0,0
2008,9,11бу15,1007.6,3,1.5,1,0.5,25.5,30.9,21.1,33.5,19.8,59,31,29.3,0,0,0,7.3,0,0,0,0
2008,9,16бу20,1005.9,15,9.5,6,2,25,29.1,21.5,31.2,19.5,69,43,19.1,0,0,0,7.7,0,0,0,0
2008,9,21бу25,1005.5,118,118,42.5,13,22.6,27.3,17.9,30.4,16.4,63,29,25.5,0,0,0,6.8,0,0,1,0
2008,9,26бу30,1010.3,68.5,31,23.5,9,18,20.9,15,24.7,14.1,72,29,6.6,0,0,0,9.6,0,0,1,0
2008,10,1бу 5,1009,35.5,35,11.5,3,19.7,25.1,15.4,27.5,13,67,35,31.7,0,0,0,5.7,0,0,0,0
2008,10,6бу10,1011.7,15.5,15,8,2.5,21.1,26.3,17,28.5,15.9,68,37,26.2,0,0,0,6.9,0,0,0,0
2008,10,11бу15,1013,26,18.5,4.5,1.5,17.9,22.8,14.1,25.2,12.2,66,30,29.6,0,0,0,6.3,0,0,0,0
2008,10,16бу20,1016.8,0,0,0,0,19.4,26,14.2,26.5,12,60,22,43,0,0,0,2.7,0,0,0,0
2008,10,21бу25,1013.8,41,16,8.5,2.5,19,23.3,15.6,25.5,13.3,70,34,13.4,0,0,0,8.4,0,0,0,0
2008,10,26бу31,1010.7,5,5,2,0.5,14.7,19.1,11.1,22.2,9,65,32,21.9,0,0,0,7.2,0,0,0,0
2008,11,1бу 5,1012.1,0,0,0,0,15.2,20.9,10.8,21.3,8.5,60,29,28.7,0,0,0,7.3,0,0,0,0
2008,11,6бу10,1013.2,19.5,15,6,2,13.9,17.6,11,22,7.2,66,45,6.4,0,0,0,9.9,0,0,0,0
2008,11,11бу15,1016,0,0,0,0,13.9,19.5,9.1,21.6,6.7,66,35,31.6,0,0,0,4.3,0,0,0,0
2008,11,16бу20,1010.8,9.5,9.5,2.5,1,10,14.8,6.1,19,0.9,61,25,25.7,0,0,0,5.8,0,0,0,0
2008,11,21бу25,1016.4,21.5,19.5,5,2,8.7,13.9,4.9,16.8,1.8,69,40,20.1,0,0,0,6.7,0,0,0,0
2008,11,26бу30,1012.3,16,9.5,5,1.5,9.9,14.6,6.4,16.5,5.5,68,39,19.8,0,0,0,7.1,0,0,0,0
2008,12,1бу 5,1015.9,21.5,21.5,7.5,2,9.8,15.6,4.6,18.4,3.5,68,40,35.4,0,0,0,3.5,0,0,1,0
2008,12,6бу10,1019.1,2,2,1.5,0.5,6.7,11.9,2.1,17.4,-1.8,61,28,29.4,0,0,0,4.6,0,0,0,0
2008,12,11бу15,1012.3,1.5,1,0.5,0.5,8.8,14.5,3.9,16,1.3,64,34,29,0,0,0,4.3,0,0,0,0
2008,12,16бу20,1016,1.5,1.5,1.5,0.5,8.4,13.8,4.1,14.9,1.6,66,34,26.7,0,0,0,4.3,0,0,0,0
2008,12,21бу25,1013.3,20,16,7.5,2,7.4,11.7,3,15.1,0.6,68,39,12.7,0,0,0,7.2,0,0,1,0
2008,12,26бу31,1012.5,4,4,1,0.5,5.2,9.6,2,13.6,0.8,65,33,33.8,0,0,0,5.1,4,0,0,0
2009,1,1бу 5,1013.6,0.5,0.5,0.5,0.5,5,8.9,2.6,10.9,1.9,70,46,12.7,0,0,0,7.9,2,0,0,0
2009,1,6бу10,1013.8,14,8,3,1.5,5.5,9.5,2.5,12,0.3,65,34,19.3,0,0,0,7.7,1,0,0,0
2009,1,11бу15,1014.5,3,1.5,1.5,0.5,2.6,6.9,-0.2,8.2,-1.3,63,30,27.8,2,2,2,5.7,5,0,0,0
2009,1,16бу20,1017.8,7.5,7,2.5,1,5.1,10.1,1.2,11.8,-1.9,65,30,21.3,0,0,0,6,0,0,0,0
2009,1,21бу25,1011.7,16.5,8.5,2,0.5,4.9,8.6,1.5,12.5,-0.9,65,27,20.2,0,0,0,7,2,0,0,0
2009,1,26бу31,1015.4,48,30,11,2.5,7.7,12.7,2.5,16,-1,63,27,23.4,0,0,0,6.5,1,0,0,0
2009,2,1бу 5,1016.7,4.5,3.5,1,0.5,5.6,10.1,2,13.5,0.4,64,31,24,0,0,0,6.7,0,0,0,0
2009,2,6бу10,1012.9,6,5.5,3,1,5.7,10.7,1.2,11.4,-0.4,57,18,27.1,0,0,0,5.5,0,0,0,0
2009,2,11бу15,1006.8,32.5,17,5.5,3,9.7,15.6,4.1,18.3,1.4,68,25,22.8,0,0,0,7.5,0,0,0,0
2009,2,16бу20,1013.2,26,21.5,5.5,1.5,4.7,8.4,1.3,10.7,-0.3,62,32,13.9,0,0,0,7.2,3,0,0,0
2009,2,21бу25,1011.1,54.5,24.5,11,3,7.3,10.7,3.7,13,-0.2,71,38,6.5,0,0,0,8.1,1,0,0,0
2009,2,26бу28,1014.9,4.5,4.5,1.5,0.5,7.9,12.1,4.2,14.7,2.7,60,30,16,0,0,0,8.3,0,0,0,0
2009,3,1бу 5,1016,5.5,5.5,1.5,0.5,6.7,11.1,3.2,15.9,1.7,59,22,22,0,0,0,7.6,1,0,0,0
2009,3,6бу10,1011.2,24.5,24.5,7,2,9.7,14.1,5.8,15.5,4.1,58,25,15.9,0,0,0,8.6,0,0,0,0
2009,3,11бу15,1013.8,59.5,40,7.5,1.5,6.8,11.9,2.3,12.6,0.4,61,20,20,0,0,0,7,0,0,0,1
2009,3,16бу20,1010.9,4.5,4.5,4,3,13.1,20.2,6.4,23.9,2,56,20,33.9,0,0,0,3.9,0,0,0,0
2009,3,21бу25,1007.2,19,19,10.5,3.5,9.6,15.3,4.7,19,2.1,58,15,24.6,0,0,0,7.3,0,0,1,0
2009,3,26бу31,1015,0,0,0,0,7.3,12.9,2.8,16.3,1.2,52,27,36.7,0,0,0,5.8,0,0,0,0
2009,4,1бу 5,1012.5,15,8.5,3.5,1,9.6,15.2,5.3,18.6,2.5,59,20,28,0,0,0,7.8,1,0,0,0
2009,4,6бу10,1013.4,0,0,0,0,15.3,23.3,7.3,25.9,4.4,36,10,56.7,0,0,0,1.6,0,0,0,0
2009,4,11бу15,1005,15.5,15.5,3.5,1,17.7,23.4,12.5,27.6,9.7,55,15,34.6,0,0,0,6.7,0,0,0,0
2009,4,16бу20,1008.3,0.5,0.5,0.5,0.5,16.8,23,11.3,29,7.2,54,19,29.5,0,0,0,6.9,0,0,0,0
2009,4,21бу25,1004.9,54,47,6.5,1.5,15.6,19.8,11.7,22,6.9,61,22,25.1,0,0,0,8.3,0,0,0,0
2009,4,26бу30,1009.7,2.5,2.5,1,0.5,12.6,19.1,6.7,24,5.4,53,20,32,0,0,0,3.9,0,0,0,0
2009,5,1бу 5,1014.8,1.5,1.5,1,0.5,18.1,23.4,13.1,25.3,10.3,53,25,26.7,0,0,0,8.5,0,0,0,0
2009,5,6бу10,1004.9,50.5,47,13,3,18,23.3,13.2,29.6,10.5,67,24,23.8,0,0,0,7.2,0,0,0,0
2009,5,11бу15,1007,6.5,5,2.5,1,19.2,26.4,11.9,30.8,8.5,49,15,53.2,0,0,0,7.1,0,0,0,0
2009,5,16бу20,1006.6,15,9.5,3,1,19.4,24.6,14.6,31,13.1,60,20,25.2,0,0,0,8.1,0,0,0,0
2009,5,21бу25,1005.2,8,8,5,3,20.1,24.4,16.4,26.5,14.5,61,40,15.1,0,0,0,8.9,0,0,0,0
2009,5,26бу31,1002.7,25.5,18.5,18,7,21,26.2,16.4,28.5,12.3,59,29,28.8,0,0,0,8.5,0,0,1,0
2009,6,1бу 5,1000.5,8,8,2.5,1,21.2,25.8,17.1,29.7,14.7,52,19,23.7,0,0,0,8.4,0,0,0,0
2009,6,6бу10,1003.5,12,12,2.5,1,21.1,25.7,18,27.8,16.5,66,43,13.8,0,0,0,9.3,0,0,0,0
2009,6,11бу15,999.3,9,9,4,1.5,22.7,29,17.2,30.4,15.2,58,28,33.4,0,0,0,7.2,0,0,0,0
2009,6,16бу20,1007.3,6,6,6,4,24.1,30.3,19.2,32.9,17.7,58,27,37,0,0,0,7.6,0,0,2,0
2009,6,21бу25,998.2,50,22.5,8.5,3,26.1,31.4,22.1,33.3,21.1,65,26,21.4,0,0,0,9.3,0,0,1,0
2009,6,26бу30,1003.2,49,27,8.5,3.5,25.9,31,21.4,32.8,20,63,28,25.3,0,0,0,7.7,0,0,0,0
2009,7,1бу 5,1001.6,14,10.5,8,5.5,24.4,29.7,20.5,32.3,18.7,68,45,13.7,0,0,0,9.1,0,0,1,0
2009,7,6бу10,1004.7,15.5,6,3,2,26.8,30.1,24.4,32,22.1,71,51,7.2,0,0,0,9.8,0,0,1,0
2009,7,11бу15,1006.1,0,0,0,0,28.5,33.6,24.5,35.3,22.9,60,33,29.7,0,0,0,9.1,0,0,1,0
2009,7,16бу20,1003.3,87.5,79.5,39,12,27.1,31.5,23.7,33.7,22.2,70,45,6.4,0,0,0,9.3,0,0,2,0
2009,7,21бу25,998.2,150.5,56.5,26,10,26.5,30.8,23.7,32.9,22.6,73,37,12.6,0,0,0,9,0,0,3,0
2009,7,26бу31,1001.4,41.5,29.5,30,10,26.7,31.1,23.7,33,22.8,71,50,15.6,0,0,0,9.4,0,0,1,0
2009,8,1бу 5,1001.5,72,40.5,28,13.5,27.6,32.9,23.6,35.1,22,67,36,30,0,0,0,7.2,0,0,1,0
2009,8,6бу10,1003.3,22,14,3.5,1,28.7,32,26.1,36.5,25.5,70,33,12.6,0,0,0,9.1,0,0,0,0
2009,8,11бу15,1001.8,12.5,10.5,6,2,28,33.3,23.3,35.9,19.8,65,30,31.4,0,0,0,7.2,0,0,1,0
2009,8,16бу20,1008.5,0,0,0,0,28.6,33.8,24.2,35.8,23.6,56,22,37.1,0,0,0,6.3,0,0,0,0
2009,8,21бу25,1002.9,0,0,0,0,26.1,31.1,22.4,33.1,18.4,59,30,30.1,0,0,0,7.3,0,0,0,0
2009,8,26бу31,1005.5,0,0,0,0,26,30.1,22.8,32,19.5,60,34,18.3,0,0,0,7.9,0,0,0,0
2009,9,1бу 5,1007.7,0,0,0,0,26.3,31.6,22.4,33.3,20.4,60,34,32.7,0,0,0,6.4,0,0,1,0
2009,9,6бу10,1000.6,0,0,0,0,24.2,30.8,19.4,33.7,15.5,58,28,37.8,0,0,0,3.8,0,0,0,0
2009,9,11бу15,1005.7,33,27,9,3,21.6,25.8,17.5,29.8,16.6,64,28,19.3,0,0,0,8.2,0,0,0,0
2009,9,16бу20,1006.3,0,0,0,0,22.2,28,17.1,29,15.5,56,30,42.4,0,0,0,3.6,0,0,0,0
2009,9,21бу25,1011.8,0,0,0,0,23.8,29.4,19.4,31.2,16.2,62,35,27,0,0,0,6.7,0,0,0,0
2009,9,26бу30,1012.8,20.5,19.5,2.5,1,23.1,26.4,20.4,30.7,19.7,68,34,15,0,0,0,9.3,0,0,0,0
2009,10,1бу 5,1008.6,59,51,28,9.5,21.6,25.6,18.1,27.8,16.4,67,29,20.2,0,0,0,8,0,0,0,0
2009,10,6бу10,1004.9,57,38.5,10.5,2.5,17.9,21.4,15.3,22.7,12.7,70,36,13.2,0,0,0,7.9,0,0,0,0
2009,10,11бу15,1011.1,0,0,0,0,16.9,23.4,11.9,23.8,10.7,60,30,37.9,0,0,0,5,0,0,1,0
2009,10,16бу20,1005.4,0,0,0,0,17.7,23.3,13.3,23.7,11.3,61,33,32.5,0,0,0,5,0,0,1,0
2009,10,21бу25,1013.8,0,0,0,0,17.1,21.9,12.4,23,10.5,56,25,27.5,0,0,0,7.1,0,0,0,0
2009,10,26бу31,1013.8,15,14,3.5,1,17.5,23.2,12.7,25.2,10.9,64,28,42.3,0,0,0,3.6,0,0,0,0
2009,11,1бу 5,1016.7,24.5,17,7.5,3,12.2,18.1,7.6,23.1,4,69,36,21.8,0,0,0,6.4,0,0,0,0
2009,11,6бу10,1013,15.5,15.5,5,1.5,16.2,22.2,11.1,23.7,8.3,68,33,29.2,0,0,0,4.9,0,0,0,0
2009,11,11бу15,1008.4,84,60.5,16,4.5,15.2,18.3,12.5,20.7,9.7,65,36,12.5,0,0,0,8.5,0,0,0,0
2009,11,16бу20,1016.9,17.5,17.5,3,1,9.5,13.4,7,14.8,5.8,65,38,10.4,0,0,0,9,0,0,0,0
2009,11,21бу25,1017.4,15,6.5,2.5,0.5,10.2,15,6.3,19.3,3.3,73,40,15.6,0,0,0,7.2,0,0,0,0
2009,11,26бу30,1015.9,0,0,0,0,10.8,16.3,5.9,19.3,3.6,67,40,26.9,0,0,0,3.4,0,0,0,0
2009,12,1бу 5,1012.4,13,5,2.5,1,10,14.7,6.1,17.7,5.1,72,38,22.1,0,0,0,5.2,0,0,0,0
2009,12,6бу10,1016.7,8.5,8.5,3.5,1,8.6,13.1,4,13.5,3.1,63,35,24.5,0,0,0,5.5,0,0,0,0
2009,12,11бу15,1011.7,15.5,14.5,3.5,1,9.6,13.4,6.7,17.1,2.9,69,37,11.4,0,0,0,7.4,0,0,0,0
2009,12,16бу20,1010.5,0,0,0,0,3.8,8,0.6,9.8,-1.7,49,25,30.5,0,0,0,4.1,0,0,0,0
2009,12,21бу25,1014.6,1,1,0.5,0.5,5.3,10.2,1.1,13.3,-0.8,67,38,26.8,0,0,0,4.1,1,0,0,0
2009,12,26бу31,1008.4,4,3.5,2,0.5,6.2,10.7,2.9,15,-0.3,58,25,29.4,0,0,0,6.7,1,0,0,0
2010,1,1бу 5,1007.4,1,1,1,1,4.6,8.8,1.2,9.9,-1.2,56,36,23.3,0,0,0,6.3,2,0,1,0
2010,1,6бу10,1011.9,0,0,0,0,4.1,8.7,1.1,9.5,0,63,35,18.6,0,0,0,6.4,2,0,0,0
2010,1,11бу15,1012.4,2.5,2.5,1,0.5,3.3,7.3,-0.2,11,-2.5,54,29,20.3,0,0,0,5.9,1,0,0,0
2010,1,16бу20,1022.8,2,2,2,1,5.1,11.1,-0.1,15.9,-2.4,64,39,32,0,0,0,4.8,1,0,0,0
2010,1,21бу25,1012.5,8,8,7,2,5.2,9.2,1.6,14.4,-0.8,63,33,13.2,0,0,0,6.8,0,0,0,0
2010,1,26бу31,1015,19.5,15.5,4,1.5,5.8,10.7,1.7,12.3,-1.5,64,24,29.7,0,0,0,4.9,0,0,0,0
2010,2,1бу 5,1011,22.5,22.5,5.5,1.5,3.7,7.5,0.9,9.6,-0.6,60,29,16.6,0,0,0,8.1,3,0,0,0
2010,2,6бу10,1015.1,13,9,3.5,1,6.8,11,3.1,17.2,-0.4,69,36,13,4,3,3,7.4,2,0,0,0
2010,2,11бу15,1014.3,42.5,30.5,9.5,2.5,5.3,8.7,2.6,10.1,0.5,66,34,12.1,0,0,0,9.4,0,0,0,0
2010,2,16бу20,1013.9,0,0,0,0,4,9.1,0,11,-1.3,57,27,21.1,0,0,0,6.9,0,0,0,0
2010,2,21бу25,1014.9,0,0,0,0,11.2,18.1,5,22.1,0.8,58,28,36.4,0,0,0,4.5,0,0,0,0
2010,2,26бу28,1007.9,62,34.5,7.5,2,11.5,14.2,9.2,16.3,5.4,71,53,6.1,0,0,0,8.9,0,0,0,0
2010,3,1бу 5,1010.8,18.5,11.5,5,1.5,10.2,13.9,7,16,3.6,69,34,13.6,0,0,0,8.4,0,0,0,0
2010,3,6бу10,1011.8,50,22,4,1.5,6.8,9.7,5,12.1,2.6,71,40,6.2,0,0,0,9.5,0,0,0,0
2010,3,11бу15,1018.3,16,16,6.5,1.5,9.6,15.2,4.2,17.1,1,60,23,22.6,0,0,0,6.1,1,0,0,1
2010,3,16бу20,1009.6,5.5,5,3.5,1,10.2,16.3,4.4,24.6,2.7,58,15,26.3,0,0,0,6,0,0,0,0
2010,3,21бу25,1007.9,69.5,22,7,2.5,8.6,12.1,5.1,19,2.2,67,27,11.5,0,0,0,8.8,0,0,0,0
2010,3,26бу31,1018.8,7,3,2,1,6.3,12.2,1.8,15,-0.1,62,25,30,0,0,0,7,3,0,0,0
2010,4,1бу 5,1012.6,32.5,28.5,16.5,6,11.3,17.2,5.6,19.9,1.5,61,11,22.9,0,0,0,6.9,0,0,0,0
2010,4,6бу10,1013.7,0,0,0,0,13.5,19.5,8,23.5,4.5,54,19,29.1,0,0,0,7.5,0,0,0,0
2010,4,11бу15,1010.3,44,43,7,1.5,12.6,16.2,9.8,20.7,5.5,67,30,7.6,0,0,0,9.5,0,0,0,0
2010,4,16бу20,1016.7,22.5,16.5,2.5,1,12.3,16.6,7.7,21.7,4.2,60,17,22.7,0,0,0,8.1,0,0,0,0
2010,4,21бу25,1010.6,63,62,10,3.5,11.7,16.4,7.4,19.9,3.2,62,13,24.6,0,0,0,6.9,0,0,0,0
2010,4,26бу30,1010.9,29.5,15.5,5,2,14.3,19,9.7,21.5,5.9,50,14,33.8,0,0,0,6.4,0,0,1,0
2010,5,1бу 5,1011.5,0,0,0,0,18.6,25.9,11.4,30.9,6.9,50,17,50.4,0,0,0,4.2,0,0,0,0
2010,5,6бу10,1004.5,19.5,16,7,1.5,19,24.5,13.1,28.9,8.9,56,18,24.7,0,0,0,8.5,0,0,0,0
2010,5,11бу15,1009,8,8,3.5,1.5,14.2,19,10.6,23.1,7.9,59,22,23.7,0,0,0,7.9,0,0,0,0
2010,5,16бу20,1010.6,14.5,11,3,2,20.4,25.7,15.1,28.6,11.6,63,26,30.3,0,0,0,7.6,0,0,0,0
2010,5,21бу25,1000.9,160,109,16.5,5.5,20.4,26.6,15.3,30.4,13.5,65,21,25.7,0,0,0,7.7,0,0,0,0
2010,5,26бу31,1005.1,1,1,1,1,16.5,22,12.5,25.9,10.1,59,29,35.2,0,0,0,9.2,0,0,0,0
2010,6,1бу 5,1010.3,3,3,3,2.5,21.1,28.5,15.2,30.2,14.3,54,24,48.7,0,0,0,5,0,0,1,0
2010,6,6бу10,1009.2,0,0,0,0,22.4,27.7,17.2,32.5,14.3,54,24,28.2,0,0,0,6.8,0,0,0,0
2010,6,11бу15,1006.3,53.5,30,8,3,22.9,28,18.9,32.7,17.1,64,22,24.5,0,0,0,6.8,0,0,0,0
2010,6,16бу20,1000.8,79,49.5,22.5,9.5,24.7,28.8,21.3,33.1,19.1,72,32,14.9,0,0,0,9.6,0,0,1,0
2010,6,21бу25,1003.9,32,26.5,7,3.5,24.3,28.7,20.3,31.8,17.3,65,27,13.9,0,0,0,9.3,0,0,1,0
2010,6,26бу30,1004.5,59.5,18.5,8.5,4.5,26.7,31,23.5,33.9,22,75,41,11.8,0,0,0,10,0,0,0,0
2010,7,1бу 5,996,95.5,89.5,23,8.5,26.4,30.3,23.4,33,22.2,71,44,11.6,0,0,0,9.5,0,0,1,0
2010,7,6бу10,1001.7,51,43.5,43.5,20.5,25.8,31,22.1,33.7,21.1,68,31,18.9,0,0,0,9.7,0,0,1,0
2010,7,11бу15,1006.1,228.5,125,35,11,25.3,28.1,23.4,30.6,22.7,81,58,1.8,0,0,0,10,0,0,3,0
2010,7,16бу20,1013.1,5,5,4.5,4,28.5,34.1,24.1,35.1,23.4,63,39,42.9,0,0,0,6.9,0,0,1,0
2010,7,21бу25,1009.3,24.5,24.5,24.5,15.5,30.4,36.9,25.4,37.4,24.7,57,33,54.5,0,0,0,5.5,0,0,2,0
2010,7,26бу31,1004.7,20.5,20.5,3.5,2,28.9,33.5,25.5,36.6,23.4,64,31,27.2,0,0,0,8.6,0,0,0,0
2010,8,1бу 5,1005.4,0,0,0,0,30.8,35.6,27.2,36.5,26,60,40,31.7,0,0,0,6.4,0,0,0,0
2010,8,6бу10,1010.3,33,33,15,9,29,33.7,26,35.7,24.9,64,39,23.2,0,0,0,8.1,0,0,0,0
2010,8,11бу15,1003.8,142,141,76.5,21.5,28.7,32.7,25.3,34.6,24,70,47,13.3,0,0,0,9.6,0,0,1,0
2010,8,16бу20,1010.4,0,0,0,0,30.7,36.2,26.4,36.6,25.4,60,40,39.2,0,0,0,4.1,0,0,0,0
2010,8,21бу25,1009.5,0,0,0,0,30.7,36.3,26.6,37.5,25.7,61,36,34.6,0,0,0,4.5,0,0,2,0
2010,8,26бу31,1010.3,0,0,0,0,30.6,36.3,26.3,37.1,25.7,57,32,47.7,0,0,0,5.1,0,0,1,0
2010,9,1бу 5,1010.7,0,0,0,0,30.5,36.7,26,38.1,25.7,58,35,34.9,0,0,0,6.2,0,0,1,0
2010,9,6бу10,1005.8,55,55,26,8.5,28,33.7,23.9,36.2,20.9,61,34,35.4,0,0,0,6.6,0,0,1,0
