year,month,day,atm(hPa),Rav(mm),Rmax_day(mm),Rmax_hr(mm),Rmax_10min(mm),Tav(¢J),Tav_max(¢J),Tav_min(¢J),T_max(¢J),T_min(¢J),Hav(¢H),H_min(¢H),sun (h),sunshine (MJ/¢T),snow(cm),snow_max(cm),snow_depth(cm),cloud,snow_day,fog_day,thunder_day,Label
2017,5,1 to  5,1013.2,0,0,0,0,12.9,19.5,6.6,21.4,5.4,57,22,60.2,25.7,0,0,0,2.7,0,0,0,0
2017,5,6 to 10,1003.5,2.5,2,1,0.5,12.3,17.4,5.5,18.8,4.9,62,23,34.9,18.6,0,0,0,6.1,0,0,0,0
2017,5,11 to 15,1007.5,15.5,8.5,4,1.5,10.1,12.2,8.4,17.4,6.5,90,60,6.4,7.4,0,0,0,9.5,0,0,0,0
2017,5,16 to 20,1006.6,7,7,6,2.5,13.9,19.5,8.5,24.7,6.3,73,32,49.2,23.1,0,0,0,3.8,0,0,0,0
2017,5,21 to 25,1006.5,1,1,1,1,15.5,19.5,11.8,22.4,10.3,78,53,40.5,21.4,0,0,0,8.7,0,0,0,0
2017,5,26 to 31,1002.5,46.5,43,9.5,3.5,15.3,18.6,12.2,22.6,10.6,82,41,23.8,13.9,0,0,0,9,0,0,0,0
2017,6,1 to  5,997.6,63,26,12,4,12.8,15.8,10.8,19.1,9.6,91,68,4.7,7.7,0,0,0,9.9,0,0,0,0
2017,6,6 to 10,1002.3,70,38.5,7.5,3,15.2,20,10.5,21.5,8.5,79,39,28.2,17.1,0,0,0,7.6,0,0,1,0
2017,6,11 to 15,1004.4,7,6.5,2,0.5,13.6,17.6,9.7,20,7.8,78,38,29.7,17.6,0,0,0,7,0,0,0,0
2017,6,16 to 20,1006.8,0,0,0,0,17.4,22.7,12.8,24.6,11.1,76,41,48.7,23.1,0,0,0,6.3,0,0,0,0
2017,6,21 to 25,999.4,40.5,38,11,2.5,18,22.2,14.8,23.5,13.3,84,62,23.8,17.8,0,0,0,8.9,0,0,0,0
2017,6,26 to 30,1006.2,1,1,1.5,0.5,17.9,23.2,12.9,27.2,9.6,71,32,53.4,26,0,0,0,4.3,0,0,0,0
2017,7,1 to  5,1000.4,17,14.5,3.5,1,20.2,23.3,18.2,26.5,16.9,89,61,16.5,13.3,0,0,0,8.6,0,1,0,0
2017,7,6 to 10,1005.2,0,0,0,0,23,28.3,17.8,31.4,16.5,75,46,58.5,26.3,0,0,0,4.3,0,0,0,0
2017,7,11 to 15,1003.9,0,0,0,0,25.1,29.7,21.4,30.6,20.2,80,56,41.2,20.5,0,0,0,5.7,0,0,0,0
2017,7,16 to 20,1003.1,35,35,18,4.5,22.1,25.5,19.7,27.8,18.1,85,60,11.5,12.3,0,0,0,9.2,0,0,1,0
2017,7,21 to 25,1000.3,81.5,81.5,58.5,18,23.4,27.8,19.2,32.4,15.8,82,49,24.8,17.2,0,0,0,7.8,0,0,1,0
2017,7,26 to 31,1005.7,6,6,4,1.5,21.6,25.5,17.9,27.9,15.5,80,41,30.2,16.9,0,0,0,8.3,0,0,0,0
2017,8,1 to  5,1006.3,0,0,0,0,21.3,25.3,18.4,27.8,17.4,82,53,33.7,18.4,0,0,0,7.4,0,0,0,0
2017,8,6 to 10,999.3,16,14,3.5,1.5,20.5,23.2,18.6,27.5,16.8,87,67,5.6,10.9,0,0,0,9.9,0,0,0,0
2017,8,11 to 15,1005.4,32,26.5,5,1.5,18.4,20.5,16.9,22,16.3,92,69,1.3,6.9,0,0,0,9.8,0,0,0,0
2017,8,16 to 20,1008.1,3,2.5,1,0.5,19.2,22.3,16.5,25.3,14.5,87,56,23.6,13.4,0,0,0,8.4,0,0,0,0
2017,8,21 to 25,1001.5,35.5,25.5,14,5,22.7,26.1,19.8,27.7,19.3,87,45,21.4,12.3,0,0,0,8.1,0,1,0,0
2017,8,26 to 31,1005.5,11.5,11.5,5.5,1.5,19.8,24.4,14.9,27.5,10.3,72,37,34.3,15.6,0,0,0,6.7,0,0,0,0
2017,9,1 to  5,1007.6,0,0,0,0,18.8,24.2,13.3,25.6,11.6,73,46,46.1,19.4,0,0,0,4.1,0,0,0,0
2017,9,6 to 10,1003.7,6,6,2.5,1.5,20.1,25.5,15.3,27.3,12.3,75,29,42.5,18.5,0,0,0,5.7,0,0,1,0
2017,9,11 to 15,1007,19,12.5,3.5,1,17.9,22.5,13.7,25.6,11.9,80,43,23.8,12.4,0,0,0,7.5,0,0,0,0
2017,9,16 to 20,1002.4,88,64,16,4.5,18.6,23.4,14.8,25,12.6,81,53,21.8,11.3,0,0,0,7.9,0,0,2,0
2017,9,21 to 25,1008.7,15,15,14.5,11,18.5,24,13.2,25.3,12.2,76,44,49.3,18.3,0,0,0,3.4,0,0,1,0
2017,9,26 to 30,1005.7,17.5,5.5,4.5,1.5,14.6,20.4,8.3,23.5,5.3,71,26,31.4,12.7,0,0,0,5.5,0,0,0,0
2017,10,1 to  5,1012,1.5,1,0.5,0.5,14.4,19.5,8.5,24.3,5.3,68,33,38.5,14.9,0,0,0,6.2,0,0,0,0
2017,10,6 to 10,1016.8,5.5,4,1.5,0.5,15.4,19.5,11.1,22,6.5,85,40,20.9,8.3,0,0,0,8.5,0,0,0,0
2017,10,11 to 15,1014.2,37.5,25,5.5,1.5,11,15.2,6.6,18,4.3,72,30,25.6,10.8,0,0,0,7,0,0,0,0
2017,10,16 to 20,1018.9,3,1.5,1.5,1,9.3,14.5,4.1,18.1,2,69,34,26,10.8,0,0,0,8,0,0,0,0
2017,10,21 to 25,1010,39,32.5,4.5,1,10.8,15.1,6.7,17.8,1.8,82,37,17,7,0,0,0,6.7,0,0,0,0
2017,10,26 to 31,1010.9,10,8,4.5,1.5,10.4,15.2,5.9,18.3,4.3,68,32,36.1,10.2,0,0,0,6.7,0,0,0,0
2017,11,1 to  5,1011.6,33.5,14.5,10.5,3,9,12.9,3.9,16.9,1.6,78,45,19.2,6.4,0,0,0,6.5,0,0,0,0
2017,11,6 to 10,1009.6,4.5,2,1,0.5,10.9,15.5,6.3,19.9,2.2,73,43,18.6,7.1,0,0,0,8.1,0,0,1,0
2017,11,11 to 15,1004.7,35,17,6,1.5,7,11.6,3.1,16.4,1,74,37,17.2,6.1,0,0,0,7.9,1,0,0,0
2017,11,16 to 20,1007.2,30.5,22.5,8,2,1.2,4.2,-1.9,8.3,-5,75,40,21.5,7.2,17,9,10,7.7,5,0,0,0
2017,11,21 to 25,1010,63.5,31,8,3,1.3,3.9,-2.2,9.1,-3.3,83,55,2.5,3.8,35,26,27,9.1,5,0,0,0
2017,11,26 to 30,1013.9,13,10,6.5,2,2.1,5.8,-2.6,12.7,-4.4,74,52,8.2,4.3,3,2,22,7.9,4,0,0,0
2017,12,1 to  5,1010.6,9,4,1,0.5,-1.2,1.8,-4.2,5.4,-6.1,83,47,18.9,5.9,19,8,9,7.9,5,0,0,0
2017,12,6 to 10,1009.1,29.5,18.5,5,1.5,-2.8,-0.3,-6.2,4.2,-7.8,83,49,16.9,6.1,28,17,19,8.9,5,0,0,0
2017,12,11 to 15,1004.5,38,22.5,5,1.5,-0.1,2.8,-3.5,7.7,-5.1,81,50,11.2,4.9,43,37,38,9.4,5,0,0,0
2017,12,16 to 20,1010.5,24.5,11.5,6,2,-3.2,-0.8,-6.2,1.7,-7.3,84,52,12,5.3,35,15,39,8.8,5,0,0,0
2017,12,21 to 25,1008.9,12.5,9.5,2.5,1,2.3,6.5,-1.7,8.9,-4.3,81,51,11.7,5,10,9,33,8.6,2,0,0,0
2017,12,26 to 31,1004.2,18,8.5,2.5,1,-3.2,-0.4,-6.9,5.9,-7.9,77,47,18.2,5.7,20,9,29,7.8,5,0,0,0
2018,1,1 to  5,1005,19,14.5,6,2.5,1.3,4.1,-1.6,6.4,-5.6,76,50,15,4.8,6,4,16,9.2,4,0,0,0
2018,1,6 to 10,999.6,11.5,8,2.5,1,0.7,3.4,-2.7,6.9,-5.7,75,49,10.3,5,12,6,16,9.4,5,0,0,0
2018,1,11 to 15,1012.1,38,30.5,8,1.5,-1.9,1.5,-6,4.8,-9.8,74,42,20,6.7,42,41,52,7.3,5,0,0,0
2018,1,16 to 20,1011.2,2.5,2,1,0.5,0.4,2.7,-2.6,6.3,-4.8,70,43,13.4,5.6,6,4,28,9.5,5,0,0,0
2018,1,21 to 25,1002.1,35,20.5,5.5,1.5,-5.2,-1.2,-10.1,3.5,-13.7,78,47,11.1,5.6,33,14,43,9,5,0,0,0
2018,1,26 to 31,1004.9,21,11.5,7,2,-5.4,-2.3,-8.7,-0.8,-11.5,78,49,25.2,8.9,32,20,57,8.4,6,0,0,0
2018,2,1 to  5,1011.9,19,12,6.5,1.5,-1.3,1.4,-4.6,3.9,-9,79,46,13.9,7.7,27,18,66,8.6,5,0,0,0
2018,2,6 to 10,1007.6,27.5,15,4.5,1,-1.9,1.6,-6.1,4.2,-9.5,80,42,14.4,7.3,25,21,78,8,4,0,0,0
2018,2,11 to 15,1002,34,12.5,3,1,-4.9,-2.2,-7.8,2.8,-9.4,82,46,6.3,7.3,49,18,81,9.5,5,0,0,0
2018,2,16 to 20,1005.8,17,7.5,1.5,1,-3.9,-0.5,-7.9,1.1,-10.1,78,44,17.4,10.1,28,10,82,7.9,5,0,0,0
2018,2,21 to 25,1014.5,10.5,8,2.5,1,-4,-0.3,-8.3,4.1,-11.9,75,39,20.3,10.8,13,10,81,7.1,5,0,1,0
2018,2,26 to 28,1017.4,0.5,0.5,0.5,0.5,-3.6,0.8,-9.2,2.1,-11.4,70,38,26,15,1,1,71,4.5,3,0,0,0
2018,3,1 to  5,1001,50,33.5,5.5,1,1.7,4.7,-1.1,7.5,-3.2,80,51,1,4.1,21,12,74,10,4,0,0,0
2018,3,6 to 10,1016.9,48,23.5,7,2,0.1,3.5,-4,7.8,-9.2,75,42,22.2,12,3,3,66,7.4,2,1,0,0
2018,3,11 to 15,1010.4,8,7.5,4.5,2,4.4,8.1,0,13.6,-2.3,80,47,21.4,12.1,2,2,44,8.8,3,0,0,0
2018,3,16 to 20,1014.8,1,1,0.5,0.5,1.4,5.2,-3.4,8.2,-6.2,61,32,38.6,17.1,0,0,18,5.3,2,0,0,0
2018,3,21 to 25,1009.3,5,3,1.5,1,4.1,7.8,-0.1,11.5,-6.1,76,43,31.7,13.8,0,0,0,7.6,1,0,0,0
2018,3,26 to 31,1011.4,0,0,0,0,7.9,13.4,1.9,16.6,-0.5,63,21,56.4,18.6,0,0,0,3.9,0,0,0,0
2018,4,1 to  5,1011.4,1,1,0.5,0.5,5.6,9,3,13.8,0,70,31,9.1,8.3,0,0,0,8.8,1,0,0,0
2018,4,6 to 10,1004.6,9.5,4,1,1,3.8,7.7,0.3,11.4,-0.8,74,25,21.9,12.5,0,0,0,8.5,4,0,1,0
2018,4,11 to 15,1004.3,36,16.5,4.5,1.5,6.9,11.1,3.3,14.7,0.3,72,29,17.6,10.7,0,0,0,7.8,0,0,0,0
2018,4,16 to 20,1012,0.5,0.5,0.5,0.5,9.5,14.5,4.9,18,2.8,69,25,53.4,22.5,0,0,0,5.7,0,0,0,1
2018,4,21 to 25,1011.5,28.5,22.5,3.5,1,10.2,14.1,6.8,20.9,4.1,77,34,29.3,13.7,0,0,0,8.6,0,0,0,0
2018,4,26 to 30,1004.6,0.5,0.5,0.5,0.5,12.1,17.7,5.8,22.7,1.1,60,19,44.4,20.8,0,0,0,5.5,0,0,0,0
2018,5,1 to  5,1004.4,37.5,26,4.5,1.5,10.4,14.1,7.7,18.6,6.4,81,42,21.1,14.3,0,0,0,9.2,0,0,0,0
2018,5,6 to 10,1010.4,7,7,1.5,1,8.9,11.9,5.9,15.9,5.8,81,55,19,13.3,0,0,0,8.6,0,0,0,0
2018,5,11 to 15,1004.1,7,7,2,1,13.4,18.6,8.9,21.7,6.7,82,44,29.4,17.4,0,0,0,8,0,1,0,0
2018,5,16 to 20,1004.6,53,38,4.5,1.5,12.8,17.5,8.6,24.3,4.9,81,21,25,13.5,0,0,0,7.7,0,0,0,0
2018,5,21 to 25,1004.8,16,16,6.5,4,14.9,20.8,9.9,23,7.6,67,22,45.8,23.1,0,0,0,6.3,0,0,0,0
2018,5,26 to 31,1006.6,3.5,3,1.5,1,14.4,19.7,9.6,22.6,6.9,79,38,55.5,23.6,0,0,0,5.2,0,1,1,0
2018,6,1 to  5,1008.8,0,0,0,0,17.5,23.2,12.5,25.3,11.2,76,39,46.3,24,0,0,0,5.9,0,0,0,0
2018,6,6 to 10,1005.1,5,4,2.5,1,16.5,20.9,12,26,7.4,82,39,29,16.5,0,0,0,8,0,0,1,0
2018,6,11 to 15,1001.7,52,45.5,8,2,12.3,15.5,9.3,16.9,6.4,85,49,17.9,13.6,0,0,0,8.5,0,0,0,0
2018,6,16 to 20,1006.4,5.5,5.5,4,1.5,14.8,19.3,11.8,24.3,9.9,85,57,27,19.7,0,0,0,7.9,0,1,0,0
2018,6,21 to 25,998.6,0.5,0.5,0.5,0.5,17.8,22,13.9,24.9,11.2,75,44,32.7,18.8,0,0,0,7.2,0,0,0,0
2018,6,26 to 30,1002.3,72,47,14,3,18.7,22.2,15.6,25.7,9.9,88,62,4.8,9.2,0,0,0,10,0,0,0,0
2018,7,1 to  5,1003.2,99.5,48,17,5,20.8,24.7,18.1,28,14.5,91,67,3.7,9.6,0,0,0,9.8,0,2,2,0
2018,7,6 to 10,1012.2,44.5,22.5,8.5,3.5,15.2,17.2,13.6,21.7,12.4,91,71,0,6.3,0,0,0,10,0,0,0,0
2018,7,11 to 15,1005.3,13.5,12,5,1,21.1,25.4,17.9,28.8,15.5,88,43,18.8,14.7,0,0,0,7.9,0,2,0,0
2018,7,16 to 20,1005.4,2.5,1,1,1,21.8,25.2,19.8,27.3,18.7,89,69,7.6,13.1,0,0,0,10,0,1,0,0
2018,7,21 to 25,1002.8,0,0,0,0,22.9,26.3,20,28.6,18.9,81,62,34.9,20.2,0,0,0,7.6,0,0,0,0
2018,7,26 to 31,1004.2,0,0,0,0,24.7,29.3,21,30.5,18.9,80,52,55.3,22.6,0,0,0,6.6,0,0,0,0
2018,8,1 to  5,1000.6,21,13.5,6,2.5,22.7,26.9,18.6,30.5,17.5,74,34,32.6,17.6,0,0,0,6.8,0,0,0,0
2018,8,6 to 10,1004.6,4.5,3.5,1,0.5,19.6,23.1,17.6,25.7,16.7,83,48,6.2,10.8,0,0,0,9.6,0,0,0,0
2018,8,11 to 15,1005,14.5,8,4,2.5,22.3,25.6,19.5,27.8,18.4,87,62,14.8,11.8,0,0,0,9.2,0,0,0,0
2018,8,16 to 20,1004.7,101,84.5,18,9,18.8,23,14.2,26.3,11.4,79,30,25.3,13.9,0,0,0,7.3,0,0,0,0
2018,8,21 to 25,1003.8,68,40,25,10,23.5,27.7,20.5,30.9,19,84,47,15.5,10.5,0,0,0,9.3,0,0,1,0
2018,8,26 to 31,1005.9,34.5,32,11,5.5,21.1,24.2,18.9,26,17.4,84,58,9.5,10.5,0,0,0,9.5,0,0,1,0
2018,9,1 to  5,1002.2,33.5,24.5,16.5,15.5,21.7,25,18.2,26.2,15,82,48,22,13.1,0,0,0,8.4,0,0,1,0
2018,9,6 to 10,1006.8,31,16.5,6,2.5,19.5,22.5,16.7,27.6,11.6,81,47,9.5,8.3,0,0,0,9,0,0,0,0
2018,9,11 to 15,1015,0,0,0,0,18.4,23.6,12.8,26.1,9.9,73,35,43.3,17.8,0,0,0,5.1,0,0,0,0
2018,9,16 to 20,1007.3,0,0,0,0,18.6,24.3,13,25.3,10.9,69,28,45.8,18,0,0,0,3.6,0,0,0,0
2018,9,21 to 25,1009.7,59.5,41.5,13.5,5.5,17.9,22.3,13.9,24.4,10.1,78,31,20.5,11.5,0,0,0,8,0,0,1,0
2018,9,26 to 30,1011.4,32,29,14.5,5.5,16.1,20.2,12.2,21.4,9.5,81,47,17.2,9.7,0,0,0,8.3,0,0,0,0
2018,10,1 to  5,1008.9,48,47.5,13,3,16.9,22.4,11.1,24.1,7.7,71,36,40.1,14.6,0,0,0,4.9,0,0,0,0
2018,10,6 to 10,1007.9,52.5,33.5,20,4.5,15.9,19.8,11.7,22.3,8.1,79,36,20.8,9.6,0,0,0,8.8,0,0,0,0
2018,10,11 to 15,1013.5,18.5,11.5,5,2,14.5,18.7,10.4,19.6,7.7,78,46,28.2,11.5,0,0,0,7.4,0,0,0,0
2018,10,16 to 20,1012,1,1,1,0.5,11.4,17.1,6,19,4.7,70,20,45.1,14.7,0,0,0,4.3,0,0,0,0
2018,10,21 to 25,1014.5,8,8,2.5,1,14,19.5,7.8,20.3,6.7,72,37,39.9,12.7,0,0,0,4.4,0,0,0,0
2018,10,26 to 31,1003.4,63.5,31,11,4,11,14.9,7.2,18.4,4.5,74,43,23.9,8,0,0,0,8.3,0,0,1,0
2018,11,1 to  5,1016.4,0.5,0.5,0.5,0.5,10.7,16.5,5.5,18.2,3,76,46,35.6,10.3,0,0,0,4,0,0,0,0
2018,11,6 to 10,1017.2,26.5,26,12,4,11.6,15.9,7.1,17.9,3.4,75,44,25.5,7.8,0,0,0,7.4,0,0,0,0
2018,11,11 to 15,1012.7,0,0,0,0,7.3,12.2,2.8,12.9,0.5,71,40,28.1,8.6,0,0,0,4.8,0,0,0,0
2018,11,16 to 20,1012.4,6.5,5.5,4,1,6.2,10.4,2.5,13.3,-0.8,69,44,14.4,6.2,0,0,0,8.2,0,0,0,0
2018,11,21 to 25,1013.4,16,6.5,5.5,1.5,2.3,6.1,-1.1,10.5,-3.3,79,42,22.2,7.1,5,4,3,8,5,0,0,0
2018,11,26 to 30,1013.4,3.5,2.5,1,0.5,4.8,8.3,0.4,15.2,-3,66,38,28.2,7.5,1,1,1,6,2,0,0,0
2018,12,1 to  5,1014.6,22.5,21.5,7,2,5.5,9.9,1.8,15.3,-2.3,73,47,19.7,5.2,0,0,0,7.1,2,0,0,0
2018,12,6 to 10,1014,23,8.5,4,1.5,-3.4,-1.4,-5.7,2.1,-8.5,82,54,4.6,3.7,34,15,22,9.6,5,0,0,0
2018,12,11 to 15,1015.9,2,1,0.5,0.5,-2,1.4,-6.4,2.7,-8.4,79,53,17.4,5.8,5,3,16,7.8,5,0,0,0
2018,12,16 to 20,1005.7,24,16,4,1,1.4,3.7,-1.4,6.5,-3.3,76,47,8.5,4.1,15,11,9,8.5,5,0,0,0
2018,12,21 to 25,1012.4,1.5,0.5,0.5,0.5,0.9,4.1,-1.4,6.9,-3.2,72,45,14.5,5.3,5,4,4,8.1,4,0,0,0
2018,12,26 to 31,1007.1,18.5,8.5,2,1,-3.4,-0.6,-7.3,3.1,-11.8,78,50,22.4,5.7,36,15,22,7.9,6,0,0,0
2019,1,1 to  5,1013.2,4.5,3,1.5,1,-2,0.5,-5.8,2.8,-8.1,75,54,10.4,5.1,13,7,21,8.6,4,0,0,0
2019,1,6 to 10,1009.1,5,3.5,2,0.5,-2.4,0.8,-6.2,4.9,-8.2,74,46,17.7,6.3,12,5,21,7.9,5,0,0,0
2019,1,11 to 15,1014.3,5,4.5,3,1,-1.5,2.3,-5.7,5.5,-7,70,43,26.6,7.9,3,2,17,5.3,4,0,0,0
2019,1,16 to 20,1004.1,16.5,9.5,1.5,0.5,-3.6,-0.5,-7.6,1.2,-10,79,48,9.6,6.3,30,13,29,8.1,5,0,0,0
2019,1,21 to 25,1003.4,22,11,3.5,1,-3.7,0.1,-6.9,2.6,-8.8,81,53,17.2,7.2,40,20,49,8,5,0,0,0
2019,1,26 to 31,1007,11.5,9.5,4.5,1,-1.1,3.1,-5.8,4.5,-8.5,73,46,18.8,7.4,4,2,35,7.3,5,0,0,0
2019,2,1 to  5,1006.6,11.5,8,2.5,0.5,-2.3,0.8,-6.3,4.5,-7.6,70,44,11.9,6.6,10,5,29,8.6,4,0,0,0
2019,2,6 to 10,1011.2,11,5,1,0.5,-6.2,-3.3,-10.2,1.7,-14.1,80,54,8.2,6.5,14,6,33,9.1,5,0,0,0
2019,2,11 to 15,1017.6,2,0.5,0.5,0.5,-5,-1.6,-8.6,1,-11.9,73,40,25.6,10.7,5,3,33,7.2,5,0,0,0
2019,2,16 to 20,1008.7,5.5,3.5,1.5,0.5,1.1,4.2,-2.4,6.6,-4.4,70,39,16.4,8.4,6,6,37,8.1,4,0,0,0
2019,2,21 to 25,1010.5,2,1,0.5,0.5,2,6.4,-3.1,7.9,-5.2,67,30,34.3,12.1,1,1,24,4.1,2,0,0,0
2019,2,26 to 28,1014.1,0,0,0,0,0.5,5,-3.5,6.1,-4.7,61,37,22,12.7,1,1,12,4.7,1,0,0,0
2019,3,1 to  5,1009.5,0,0,0,0,2.8,7.8,-1.8,9,-3.4,64,29,44.2,14.5,0,0,8,3.3,0,0,0,0
2019,3,6 to 10,1009.5,0,0,0,0,4,8.4,-0.4,11.2,-2.3,63,25,25.6,12.3,0,0,0,6.8,1,0,0,0
2019,3,11 to 15,1002,16,7,4,1.5,2.4,5.8,-1.1,7.2,-4.2,73,40,16,9.6,3,3,3,7.8,4,0,0,0
2019,3,16 to 20,1009.7,4,3.5,2.5,0.5,5.5,10,0.7,14.1,-2.7,70,26,32.1,14.7,0,0,0,6.6,2,0,0,0
2019,3,21 to 25,1002.3,6.5,3,1,0.5,2.8,7,-0.9,10.9,-4.5,66,38,21.7,13,4,4,4,8.1,4,0,0,0
2019,3,26 to 31,1005.6,4,2,1,0.5,1.6,5.4,-2,9.8,-5.2,61,24,26.7,12.4,4,4,3,7.1,5,0,0,0
2019,4,1 to  5,1002.9,19.5,7.5,4,1.5,2.7,7.9,-1.2,10.6,-3,75,26,27.6,14.7,9,7,4,6.7,3,0,0,0
2019,4,6 to 10,1003.3,3,1.5,0.5,0.5,5.4,10.5,0.9,12.1,-0.6,64,35,31.8,15.3,0,0,0,4.9,0,0,0,0
2019,4,11 to 15,1007.3,3,2.5,0.5,0.5,7.8,12.9,2.4,15.3,-1,62,21,38.9,17.6,0,0,0,5.9,0,0,0,0
2019,4,16 to 20,1007,5.5,5.5,4.5,1.5,10.5,16.3,4.3,19.9,1.6,53,15,57.4,24.5,0,0,0,5.6,0,0,0,1
2019,4,21 to 25,1007.8,4.5,4,1.5,0.5,11.5,17.3,4.6,21.1,2,58,18,41.4,19.6,0,0,0,6.6,0,0,0,0
2019,4,26 to 30,1010.1,14,10.5,2.5,0.5,7.8,12.8,2.8,18.9,1.5,72,24,29.1,15.5,0,0,0,6,2,0,0,0
2019,5,1 to  5,1004.9,2.5,2.5,0.5,0.5,11.7,16.9,7.2,20,5.1,70,33,42.6,20.2,0,0,0,4.7,0,0,0,0
2019,5,6 to 10,1001.8,27,26.5,10.5,4,12.5,18,7.7,21.9,7,66,20,44.4,21.1,0,0,0,7,0,0,1,0
2019,5,11 to 15,1012.5,0,0,0,0,11.9,17.4,6.2,21.8,3.3,65,22,53.8,25.2,0,0,0,4.1,0,0,0,0
2019,5,16 to 20,1012.7,0,0,0,0,14.4,19.6,9.9,25.6,8.8,81,39,52.4,25.7,0,0,0,7,0,2,0,0
2019,5,21 to 25,1002.5,13,13,3,1,16.9,22.4,11.2,25.6,9.7,71,27,51.1,23.4,0,0,0,4,0,0,0,0
2019,5,26 to 31,1003.5,6,6,3,2.5,18.1,23.9,12.7,28,10.2,64,29,48.9,20.6,0,0,0,7,0,0,0,0
2019,6,1 to  5,1003.9,5,3.5,3.5,2,17,22,12.1,22.5,10.4,76,45,42.3,22.4,0,0,0,6,0,1,2,0
2019,6,6 to 10,1005.1,0,0,0,0,16.4,20.6,13.4,21.7,12.3,74,43,41.4,23.7,0,0,0,8.7,0,0,0,0
2019,6,11 to 15,1005.3,0,0,0,0,16.8,22.4,12.1,25.2,10.9,70,42,35.6,21.9,0,0,0,7,0,0,0,0
2019,6,16 to 20,999.5,18,17,7.5,1.5,15.8,20.6,10.8,22.5,8.3,75,41,29.2,17.5,0,0,0,7.7,0,0,1,0
2019,6,21 to 25,1006,9.5,9,2.5,1.5,17.6,21.3,14.9,23.7,13.7,82,60,23.3,17.3,0,0,0,8.2,0,0,0,0
2019,6,26 to 30,1000.9,11,11,4.5,1.5,17.7,20.6,14.6,24.5,13.7,82,59,10.5,12.3,0,0,0,9.6,0,0,0,0
2019,7,1 to  5,1002.2,15.5,11,4.5,2,18.2,21.5,16.2,23.7,15.1,87,61,14.5,13,0,0,0,9.1,0,0,0,0
2019,7,6 to 10,1007.9,0,0,0,0,18.1,22.1,14.7,24.2,12.6,75,45,35,19.7,0,0,0,6.7,0,0,0,0
2019,7,11 to 15,1003.1,12.5,7.5,2.5,1,19.1,23,16.7,24.9,15.6,82,53,16.3,16.2,0,0,0,9.6,0,0,0,0
2019,7,16 to 20,1008.9,0.5,0.5,0.5,0.5,20.3,23.7,17.4,26.1,15.9,86,63,9.1,13.7,0,0,0,9.5,0,0,0,0
2019,7,21 to 25,1005.5,11.5,11.5,5,2.5,21.1,24.9,18.8,28.3,17.8,87,69,8,13.7,0,0,0,9.9,0,0,0,0
2019,7,26 to 31,1003.2,6.5,2.5,2.5,2,25.4,28.7,23.2,29.9,22.5,85,66,15.8,12.3,0,0,0,9.5,0,0,0,0
2019,8,1 to  5,1006.2,0,0,0,0,25.3,29.6,21.7,30.2,19.9,80,47,48.4,22,0,0,0,4.2,0,0,0,0
2019,8,6 to 10,1004.3,38.5,24,11,7,23.7,27.5,20,31.1,17.2,82,56,32.1,16.8,0,0,0,8.5,0,0,2,0
2019,8,11 to 15,1003.8,0,0,0,0,21.3,23.8,19.2,28.8,17.8,87,58,15.3,11.3,0,0,0,9.5,0,0,0,0
2019,8,16 to 20,999.9,79.5,61.5,20,7,23.6,27.1,20.7,30.1,19.2,84,55,29.1,15.5,0,0,0,7.8,0,0,1,0
2019,8,21 to 25,1003.2,23,21.5,6,1.5,20.2,23,18.1,25.7,15.7,85,56,11.7,8.1,0,0,0,8.7,0,0,0,0
2019,8,26 to 31,1004.9,66,47.5,24.5,9,21.5,26.1,17.5,28.1,12.9,80,46,37.5,15.9,0,0,0,7.5,0,0,1,0
2019,9,1 to  5,1012,0,0,0,0,21.1,26.3,15.8,27.3,12.8,72,40,42.1,18.9,0,0,0,6.4,0,0,0,0
2019,9,6 to 10,1007.4,1.5,1.5,1.5,1,25,29.5,20.9,30.6,18.7,80,36,39.7,17.9,0,0,0,6.9,0,0,0,0
2019,9,11 to 15,1008.9,11,11,7,2,19.5,23.6,15.1,25.5,12.3,74,42,28.8,13.3,0,0,0,6.3,0,0,0,0
2019,9,16 to 20,1005.9,0,0,0,0,18.7,23.2,14.2,26.6,9.9,64,30,34.7,15.5,0,0,0,6.5,0,0,0,0
2019,9,21 to 25,1010.5,82,81.5,14.5,3.5,16.6,21.3,12,23,8.6,74,32,31.4,13.6,0,0,0,6.8,0,0,0,0
2019,9,26 to 30,1015.1,15,15,13,6.5,18,23.7,12.6,24.8,7.9,76,26,40,14.4,0,0,0,5.2,0,0,0,0
2019,10,1 to  5,1008.2,40,40,10.5,3,19,23.5,14.4,24.9,11.9,80,54,25.9,10.7,0,0,0,6.6,0,0,0,0
2019,10,6 to 10,1010.9,12,11.5,2.5,1.5,14.8,19.1,9.9,20.4,8.8,74,45,21.9,10.4,0,0,0,7,0,0,0,0
2019,10,11 to 15,1013.1,32,24,7,1.5,13.1,17,8.8,20.3,4.7,75,41,25,10.2,0,0,0,6.6,0,0,0,0
2019,10,16 to 20,1017.4,11.5,11,4.5,1,11.6,16.3,6.7,19.3,2.2,75,43,31.4,10.5,0,0,0,5.4,0,0,0,0
2019,10,21 to 25,1016.9,8,8,4,1,14.5,18.8,9.7,21.6,7.1,76,41,18.4,8.9,0,0,0,8.5,0,0,0,0
2019,10,26 to 31,1008.2,34,22,11,9,12,16.2,7,18.2,3.5,75,40,23.7,8.1,0,0,0,6.3,0,0,1,0
