year,month,day,atm(hPa),Rav(mm),Rmax_day(mm),Rmax_hr(mm),Rmax_10min(mm),Tav(¢J),Tav_max(¢J),Tav_min(¢J),T_max(¢J),T_min(¢J),Hav(¢H),H_min(¢H),sun (h),sunshine (MJ/¢T),snow(cm),snow_max(cm),snow_depth(cm),cloud,snow_day,fog_day,thunder_day,Label
2014,11,6 to 10,1013.4,10,7.5,5,2,9.4,12.6,5.1,16.2,2.6,69,42,17.8,6.5,0,0,0,7.6,0,0,0,0
2014,11,11 to 15,1004,22,17,11,5,5.3,9.1,1.2,15.4,-1.5,73,44,12.4,5.4,7,5,4,8.2,3,0,1,0
2014,11,16 to 20,1015.6,0,0,0,0,3.7,8.1,-0.1,10.4,-1.3,66,38,26.5,7.4,0,0,0,6.2,2,0,0,0
2014,11,21 to 25,1016.1,7.5,6,3,1.5,6.2,11.1,0.9,16.1,-0.8,72,37,26.9,7.4,0,0,0,5.1,0,0,1,0
2014,11,26 to 30,1014.5,17.5,9.5,3.5,1.5,7.6,10.4,4,12.5,-1.5,81,53,11.2,3.8,0,0,0,8.2,0,0,0,0
2014,12,1 to  5,997.4,31.5,25.5,8.5,2,1.1,4,-1.5,13.8,-4.6,76,42,12.5,4.6,19,8,6,9,4,0,0,0
2014,12,6 to 10,1013.7,6.5,5,1.5,0.5,-2.6,1.3,-6.4,2.9,-9.9,79,51,18.8,6.1,11,7,9,7.3,5,0,0,0
2014,12,11 to 15,1006.8,27,12.5,3,1,-3,0.1,-6.2,6.9,-9.9,82,45,14.5,5.3,30,20,23,8,5,0,0,0
2014,12,16 to 20,1002.5,14,6,2.5,2,1.2,4.8,-3.4,8.5,-6.6,75,44,8,4.3,14,14,14,9.4,5,0,0,0
2014,12,21 to 25,1003.5,16,4.5,1.5,0.5,-2.9,1.2,-6.1,5.8,-7.5,78,51,9.3,5.2,35,12,16,9.1,5,0,0,0
2014,12,26 to 31,1006.8,10.5,5,2.5,1,-0.7,2.2,-5.1,5.8,-9.5,76,50,21.3,5.8,12,5,19,7.4,4,0,0,0
2015,1,1 to  5,1003.2,5,2.5,1.5,1,-2.8,0.5,-6.7,4.1,-9,77,49,20.1,6.5,18,8,20,7.8,4,0,0,0
2015,1,6 to 10,996.7,15.5,8,4,1.5,-0.8,2.5,-4.6,6.8,-7.8,76,50,13.9,5,22,16,25,8.8,5,0,0,0
2015,1,11 to 15,1012.6,0.5,0.5,0.5,0.5,0.6,3.5,-2.3,5.9,-3.3,68,50,21.2,6.9,2,2,16,8.4,2,0,0,0
2015,1,16 to 20,1006.1,13,9,3.5,1,-2.9,0.6,-6.3,3.2,-7.8,72,39,24.1,7.7,22,14,26,7.3,4,0,0,0
2015,1,21 to 25,1013.8,2,1.5,0.5,0.5,0.2,3.8,-4.2,5.5,-7.7,72,45,15.7,7.1,0,0,22,7.1,1,0,0,0
2015,1,26 to 31,1011.8,7,3,1.5,1,-0.1,2.6,-3.5,6.7,-7.6,76,48,13.2,6.1,15,9,19,9.5,5,0,0,0
2015,2,1 to  5,1013.9,2,2,0.5,0.5,-2.2,1.6,-6.5,2,-7.2,67,45,29.4,9.6,6,5,16,6.7,3,0,0,0
2015,2,6 to 10,1004.3,25.5,12,2,0.5,-1.5,1.9,-4.6,6,-7.7,77,46,14.4,7.1,31,19,33,9.1,4,0,0,0
2015,2,11 to 15,999.4,8.5,7,2,1,-0.8,2.7,-4.5,3,-6.9,77,45,23.5,9.8,17,14,33,7.2,4,0,0,0
2015,2,16 to 20,1010.8,1,0.5,0.5,0.5,1.5,4.4,-1.5,5.6,-3.7,72,42,21.6,9,2,1,24,7.8,4,0,0,0
2015,2,21 to 25,1011.4,10,6,2.5,1,2.4,5.4,-0.6,7.9,-2.6,71,44,21.4,10,7,4,19,9.1,3,0,0,0
2015,2,26 to 28,1007.3,5.5,5,2,0.5,2.3,5.3,-1.1,5.8,-5,70,40,19.1,12.4,0,0,9,7.9,2,0,0,0
2015,3,1 to  5,1005.5,11.5,4,2.5,1,2.4,5.5,-0.3,6.5,-1.2,74,34,18.4,9.7,1,1,1,8.9,5,0,0,0
2015,3,6 to 10,1011.5,67,53,8,2,3.5,7.6,-0.8,8.9,-2.6,80,23,20.5,9.7,1,1,1,7.7,3,0,0,0
2015,3,11 to 15,1004,14,8,1.5,1,0.5,3.1,-2,5.8,-3.6,79,47,13.6,11.5,28,15,11,9.1,5,0,0,0
2015,3,16 to 20,1011.7,0.5,0.5,0.5,0.5,6.1,10.4,1.8,12.2,1.3,72,33,27.7,13,0,0,0,6.8,0,0,0,0
2015,3,21 to 25,1007.6,7,3.5,1.5,1,3.7,8.2,-0.9,12.2,-4.1,70,23,32.9,15.7,2,1,2,6.7,3,0,0,0
2015,3,26 to 31,1011.2,0,0,0,0,8.6,13.4,3.3,15,-1.5,68,31,46.9,17.4,0,0,0,6.4,0,0,0,0
2015,4,1 to  5,1008.5,58,45,11.5,3,7,11.2,3.5,13.5,-0.1,71,27,21.8,10.8,0,0,0,7.1,0,0,0,0
2015,4,6 to 10,1017.7,0,0,0,0,4.3,9,0.1,11.8,-3,63,31,39.7,19.2,0,0,0,7.1,1,0,0,0
2015,4,11 to 15,1013.9,32,32,7,2,7.7,12.7,3.6,14.2,0.9,79,35,33.9,16.3,0,0,0,7.4,0,0,0,0
2015,4,16 to 20,1005.3,41,33,4,1,8.1,12,4.7,14.9,2.7,74,32,25.5,12.3,0,0,0,7.4,0,0,0,1
2015,4,21 to 25,1009.2,2.5,2.5,1.5,0.5,9.9,15.5,5,17.1,4,68,21,53,21.9,0,0,0,3.2,0,0,0,0
2015,4,26 to 30,1009.5,0,0,0,0,13,19,7.4,23,3.7,68,25,53.6,22,0,0,0,3.8,0,2,0,0
2015,5,1 to  5,1004.8,6,6,2,1,13.1,19.3,8.2,22.1,7,70,19,44.4,21,0,0,0,6.5,0,0,0,0
2015,5,6 to 10,1005.7,7.5,5,1.5,0.5,12.1,17.5,6.8,19.7,4.4,59,18,38,19.8,0,0,0,5.9,0,0,0,0
2015,5,11 to 15,1003.8,38,21,6.5,1.5,11.9,16,7.8,20.4,5.3,76,28,28.3,15.6,0,0,0,7.5,0,0,0,0
2015,5,16 to 20,999.9,18,9,5.5,3,12.1,17.1,7,21.8,5.7,74,25,35.4,17.8,0,0,0,6.6,0,0,0,0
2015,5,21 to 25,1001.7,0.5,0.5,0.5,0.5,14.4,20.2,9.1,23.1,7.5,72,31,48.7,21.9,0,0,0,2.6,0,0,0,0
2015,5,26 to 31,1003,4.5,4,2.5,0.5,15.5,21,10.2,23.7,7.9,77,42,56.6,23.8,0,0,0,5.7,0,1,0,0
2015,6,1 to  5,999.5,7,6.5,5,2,15.8,21.7,11.1,25.2,9.2,68,20,34.1,19.9,0,0,0,7.2,0,0,0,0
2015,6,6 to 10,1006.6,7.5,6.5,2,1,14.6,19.1,10.7,22,6.9,76,46,34.2,19.5,0,0,0,7.3,0,0,0,0
2015,6,11 to 15,1003.2,9.5,9.5,9.5,5,17.7,22.8,13.4,24.1,10.8,80,49,31.1,19.5,0,0,0,7.3,0,0,1,0
2015,6,16 to 20,1005.3,0,0,0,0,17.7,21.6,14.4,22.4,12.4,80,58,36.3,20,0,0,0,7.2,0,0,0,0
2015,6,21 to 25,1006.4,0,0,0,0,18,21.8,15,22.6,12.2,80,58,26.7,18.9,0,0,0,6.9,0,0,0,0
2015,6,26 to 30,1001.3,69,37.5,10.5,2.5,15.7,18.9,13.2,23.6,12.5,87,57,7.5,9.5,0,0,0,9.8,0,0,0,0
2015,7,1 to  5,999.2,15,10.5,8,3.5,17.6,21.7,14,23,11.7,81,47,35,19,0,0,0,6.6,0,0,0,0
2015,7,6 to 10,1009,0,0,0,0,17.5,23.1,12.2,25.5,11.1,76,35,58,26.1,0,0,0,2.5,0,0,0,0
2015,7,11 to 15,1001.7,7.5,5.5,2,1,22.6,27.2,17.3,30.5,14.5,71,37,33.7,19.4,0,0,0,7.8,0,0,0,0
2015,7,16 to 20,1005.5,4,3.5,0.5,0.5,19.8,23.6,16.9,27.1,12.6,83,34,18.3,14.1,0,0,0,9.1,0,1,0,0
2015,7,21 to 25,1003.5,28,24,9.5,2,23.5,26.5,21.2,28.1,19.9,87,64,9,10,0,0,0,10,0,0,0,0
2015,7,26 to 31,1002.7,35.5,26.5,12,5,24.2,27.3,21.9,29.1,21,89,65,15.4,12,0,0,0,9.5,0,1,1,0
2015,8,1 to  5,1004.7,1.5,1.5,0.5,0.5,24.6,28.4,21.5,30.2,20,81,47,28.6,17.9,0,0,0,7.7,0,0,0,0
2015,8,6 to 10,1008.5,1.5,1,0.5,0.5,23.5,27.4,20.4,30.5,18.6,85,65,13.9,12,0,0,0,9.4,0,0,0,0
2015,8,11 to 15,1002.3,3.5,2.5,2,0.5,23.1,26.9,21,29.1,20.3,84,60,24.9,15.6,0,0,0,8.5,0,0,1,0
2015,8,16 to 20,1005.4,59.5,58.5,17,4,21.5,25.6,18,28,15.3,82,52,27.3,15.8,0,0,0,8.6,0,0,0,0
2015,8,21 to 25,1005.2,3.5,3,1,0.5,20.9,23.8,19,27,17,79,53,12.2,12.1,0,0,0,10,0,0,0,0
2015,8,26 to 31,1009,3,3,2.5,0.5,20,24,17.8,26.3,16.7,76,50,21.4,12.1,0,0,0,8.9,0,0,0,0
2015,9,1 to  5,1004.4,35.5,22,13.5,5.5,20.3,24.6,16.1,25.3,12.3,79,37,19.1,11.7,0,0,0,8,0,0,0,0
2015,9,6 to 10,1010.4,13,7,3.5,1.5,18.5,22,15.1,24.3,13.1,83,55,8.2,8.9,0,0,0,9.1,0,0,0,0
2015,9,11 to 15,1008.3,56,46.5,10.5,3,18.1,22.1,14.3,24.6,11.3,82,27,26.7,13.1,0,0,0,6.3,0,0,1,0
2015,9,16 to 20,1009.6,18,17,5.5,1.5,18.1,22.2,14.2,25.1,11.8,80,42,29,12.3,0,0,0,6.3,0,0,0,0
2015,9,21 to 25,1009.4,0,0,0,0,18.8,23.9,14.5,25.2,13.3,78,46,38,15,0,0,0,4.6,0,0,0,0
2015,9,26 to 30,1008.7,26.5,15,9.5,6.5,15.5,20,11.5,22.9,7.5,78,41,27.8,12.1,0,0,0,5.9,0,0,1,0
2015,10,1 to  5,1006.2,21.5,13.5,7.5,2.5,13.7,18.2,8.5,21.2,6.1,69,37,18.1,9.8,0,0,0,6.6,0,0,1,0
2015,10,6 to 10,1004.5,11,10,3,1,13.4,17.9,9.1,20.3,6,72,36,34,12.9,0,0,0,4.4,0,0,0,0
2015,10,11 to 15,1006.3,15,11,10.5,5.5,11.5,16.6,6.5,20.4,2.8,67,36,24.3,10.5,0,0,0,6.1,0,0,0,0
2015,10,16 to 20,1012.3,11.5,11.5,5.5,1.5,11.9,18.2,6.1,21.5,3.4,74,42,37.7,12.3,0,0,0,3.5,0,0,0,0
2015,10,21 to 25,1010.9,12,9,3,1,8.3,13.7,3.4,16.4,2.1,68,36,33.8,11,0,0,0,6.3,0,0,0,0
2015,10,26 to 31,1009.9,15,6.5,2.5,1.5,8.2,12,3.9,15.4,2,68,38,27.8,8.4,0,0,0,8,0,0,0,0
2015,11,1 to  5,1018.4,0,0,0,0,10.6,15.4,5.6,18.6,3,70,41,32.4,9.8,0,0,0,5.1,0,0,0,0
2015,11,6 to 10,1016.3,50.5,31.5,5.5,1.5,8.9,12.2,5.4,15.3,1.5,81,46,12.1,5.3,0,0,0,7.8,0,0,0,0
2015,11,11 to 15,1019.9,20.5,16.5,4,1.5,9.8,12.9,6.1,15.4,0.4,75,41,25.1,7.4,0,0,0,6.6,0,0,0,0
2015,11,16 to 20,1015.2,4,2,2,1,7.8,11.6,4,16.1,0.1,71,41,17.4,6.7,0,0,0,7.8,0,0,0,0
2015,11,21 to 25,1019.3,11.5,8,3,1,2.6,5.6,-0.3,8.6,-2.1,69,42,16.2,5.7,0,0,0,8.5,2,0,0,0
2015,11,26 to 30,1007.6,88,51,10,3,4.2,7.5,0.8,9.5,-1.7,80,51,9.6,4.1,2,2,2,8.3,4,0,0,0
2015,12,1 to  5,1004.3,28,10.5,2.5,0.5,2.9,6.3,-0.7,12.7,-2.2,75,49,6.8,3.4,24,14,18,9.8,3,0,1,0
2015,12,6 to 10,1020.3,7,4,2,0.5,2.1,5.4,-1.5,9.9,-5.5,77,45,16.7,5.6,9,9,19,7.5,2,0,0,0
2015,12,11 to 15,1012.7,4,4,1.5,0.5,4.9,8.8,0.5,11,-2.2,73,43,22.9,5.6,0,0,0,5.5,0,0,0,0
2015,12,16 to 20,1010.9,6,3,1,1,2.4,5,-0.7,10.2,-2.8,71,43,11.6,4.8,4,3,2,8.5,4,0,0,0
2015,12,21 to 25,1012.7,13,8.5,3,1,3,6.6,-1.3,9,-4.6,77,43,16.5,5.3,2,2,2,8.2,2,0,0,0
2015,12,26 to 31,1011.5,16.5,6,1.5,0.5,-3.4,-1,-5.8,2.6,-8.3,79,50,15,5.5,31,9,18,8.5,6,0,0,0
2016,1,1 to  5,1010.4,9,7,3.5,1,0.2,2.5,-2.8,5.7,-4.7,71,47,10.1,5,15,15,14,9.3,5,0,0,0
2016,1,6 to 10,1007.6,21,7,2.5,1,-2.5,-0.2,-4.7,0.6,-7,82,50,7.4,5.3,45,17,34,9.6,5,0,0,0
2016,1,11 to 15,1008.1,9.5,2.5,1,0.5,-4.6,-1.4,-7.7,0.7,-8.5,78,55,20.7,7.6,18,6,32,7.7,5,0,0,0
2016,1,16 to 20,1005.5,23.5,19.5,3.5,1,-2.6,0.3,-6.4,2.5,-10.6,79,50,14.3,5.6,24,21,47,7.4,5,0,0,0
2016,1,21 to 25,1006.6,0.5,0.5,0.5,0.5,-3,0.7,-7,2.1,-8.5,74,41,28.6,9,4,1,39,7.4,5,0,0,0
2016,1,26 to 31,1016.3,18.5,16.5,5,1.5,-2.3,0.4,-5,3.1,-8.3,71,43,21.6,7.6,30,27,58,8.9,6,0,0,0
2016,2,1 to  5,1012,3.5,1.5,0.5,0.5,-3.3,-0.2,-6.4,3,-8.1,76,51,19.7,8.5,11,4,42,8.7,5,0,0,0
2016,2,6 to 10,1007.9,8.5,3.5,2.5,1.5,-2,1.3,-6.4,4.1,-11,75,44,30.5,10.6,13,7,43,6,5,0,0,0
2016,2,11 to 15,1008.4,17.5,13,4.5,1.5,1,5.8,-3.2,11.9,-7.7,79,42,15.7,6.9,6,6,36,8.1,1,0,0,0
2016,2,16 to 20,1010.7,25,10.5,2.5,1,-0.3,3,-3.7,7.3,-7.9,79,46,12.7,8.2,29,18,44,8.8,4,0,0,0
2016,2,21 to 25,1015.7,8,5.5,1.5,0.5,-1.9,1.9,-5.1,6.1,-7.7,68,41,21.5,10.6,10,5,27,8.7,5,0,0,0
2016,2,26 to 29,1014.7,17,13,3.5,1,-1.4,2.6,-5.5,7.4,-8.5,68,37,21,12,15,7,31,7.8,4,0,0,0
2016,3,1 to  5,1017,3,2,1.5,0.5,-0.9,3.5,-5.1,5.1,-5.9,69,35,33.8,13.6,10,4,27,6.3,3,0,0,0
2016,3,6 to 10,1012.3,13.5,11,3,1,2.8,6.8,-0.9,10.5,-6.3,69,34,18.7,9.7,0,0,19,8.3,3,0,0,0
2016,3,11 to 15,1014.1,5.5,3.5,2.5,1,0.4,4.6,-3.8,7.6,-6.7,72,30,28.3,13.4,6,6,4,6.9,4,0,0,0
2016,3,16 to 20,1008.5,15,14.5,5,1.5,7.2,11.3,2.2,15.4,-0.9,71,32,30.1,13.6,0,0,0,6.2,2,0,0,0
2016,3,21 to 25,1008.9,0.5,0.5,0.5,0.5,2.1,6.8,-2.1,7.4,-3,64,28,34.5,15,0,0,0,5.5,5,0,0,0
2016,3,26 to 31,1012.7,9,9,5,1.5,6.1,11.2,0.5,13,-1.9,67,24,51.5,17.1,0,0,0,4,0,0,0,0
2016,4,1 to  5,1013.3,6,5,2,0.5,6.8,10.4,2.8,12.8,0.3,68,24,24.7,13.6,0,0,0,6.5,0,0,0,0
2016,4,6 to 10,1006.2,12,9.5,3.5,1,7.1,12.1,2.1,13.6,1.3,60,18,34,16.6,0,0,0,6.3,0,0,0,0
2016,4,11 to 15,1006.8,11,5.5,3,1,7.4,11.7,3.2,16.1,-0.4,64,24,21.8,14.2,0,0,0,7.8,1,0,0,0
2016,4,16 to 20,1006.8,19,18,4.5,2,8.3,11.9,4.8,14.5,0.7,71,38,14.3,10.5,0,0,0,9.3,0,0,0,1
2016,4,21 to 25,1007.3,4,4,3.5,1,10.9,16.2,5.3,18.5,2.7,66,24,34.3,16.9,0,0,0,5.5,0,0,0,0
2016,4,26 to 30,1005.2,22.5,15,3,0.5,7.7,12.2,3.8,16.8,2,68,35,30.5,16.7,0,0,0,6.9,0,0,0,0
2016,5,1 to  5,1004.6,7,7,1.5,0.5,11.7,16.5,7.1,22.7,0.7,74,38,24.5,16.5,0,0,0,8.1,0,0,0,0
2016,5,6 to 10,1006.2,16.5,11.5,2.5,1,12.7,17.5,8.3,18.9,6.2,62,18,37.6,18.7,0,0,0,6.8,0,0,0,0
2016,5,11 to 15,1010.6,22.5,22,4.5,1,12.7,17.5,8.3,22.9,6.8,66,22,41.1,20.9,0,0,0,7.9,0,0,0,0
2016,5,16 to 20,1012,2.5,1.5,1,0.5,15,21.2,9.6,26.3,9,69,22,50.9,23.6,0,0,0,4.3,0,0,0,0
2016,5,21 to 25,1009.6,1.5,1.5,1,0.5,16.6,21.9,11.6,24.1,8.6,69,23,47,23,0,0,0,6.3,0,0,0,0
2016,5,26 to 31,1001.8,13.5,12.5,8.5,2.5,16.4,21.7,11.7,24.6,8.1,70,23,42.4,21,0,0,0,7.4,0,0,1,0
2016,6,1 to  5,1001.1,7.5,7.5,5,1.5,13.5,18,9.6,19.1,6.7,75,41,28.8,18.2,0,0,0,7.6,0,0,0,0
2016,6,6 to 10,1008.4,32.5,29,8.5,2.5,16.2,20.6,12.4,23.7,8.3,80,39,39.6,19.6,0,0,0,6.2,0,0,0,0
2016,6,11 to 15,1005.2,9,5,2.5,1,16,18.8,13.7,21.2,13.1,86,57,8.8,11.3,0,0,0,10,0,0,0,0
2016,6,16 to 20,1003.2,69,34,17,7,16.5,19.6,13.9,21.4,12.2,90,59,11.2,9.6,0,0,0,9.1,0,1,2,0
2016,6,21 to 25,1001.7,31,30.5,9.5,5,16.4,20.2,14,22.3,12.6,87,60,14.8,13.2,0,0,0,8.9,0,1,0,0
2016,6,26 to 30,1006,0.5,0.5,0.5,0.5,17.2,22.2,13.5,25.1,11.9,82,52,42.2,22.4,0,0,0,7.6,0,2,0,0
2016,7,1 to  5,1005.9,30.5,30.5,10,2.5,19.5,23.8,16.6,26.9,14.6,80,51,28.7,18.8,0,0,0,9.6,0,1,0,0
2016,7,6 to 10,1005.5,14.5,12.5,3,0.5,18.4,21.9,15.5,23.9,14.1,83,60,20.6,16.3,0,0,0,9,0,0,0,0
2016,7,11 to 15,998.7,21.5,21,4,1,19.8,24.7,15.9,29.1,14.4,79,47,41.6,20.2,0,0,0,6.8,0,0,0,0
2016,7,16 to 20,1004,9,6.5,6,3,20.2,23.6,18.4,25.9,17.6,87,58,12.8,12.4,0,0,0,9.6,0,0,0,0
2016,7,21 to 25,1011.4,0,0,0,0,19.4,22.6,17.1,24.2,16.4,82,61,17.4,15.5,0,0,0,9.6,0,0,0,0
2016,7,26 to 31,1006.1,72,49,11.5,5,23.7,27.4,21.2,30.4,19.3,89,62,17.5,13.1,0,0,0,9.7,0,0,0,0
2016,8,1 to  5,1004,0,0,0,0,24.6,28.9,21.1,29.8,19.9,82,53,33.8,18.2,0,0,0,7.5,0,0,0,0
2016,8,6 to 10,1002.3,0,0,0,0,25.1,30.5,19.8,32.7,18.1,74,40,55.2,23.2,0,0,0,4.2,0,0,0,0
2016,8,11 to 15,1003.2,0,0,0,0,23.2,28.4,18.6,29.6,17.2,74,44,47.6,22.2,0,0,0,3.8,0,0,0,0
2016,8,16 to 20,1002,29,24.5,4.5,3.5,24.3,27.8,21.1,29.9,20.1,86,56,17.4,12.5,0,0,0,9.2,0,0,1,0
2016,8,21 to 25,1001.4,73.5,39.5,19,8,23.5,27.4,19.9,28.5,17.1,85,49,25.9,14.3,0,0,0,7.1,0,0,1,0
2016,8,26 to 31,998.2,66,58.5,26.5,5.5,22,26.2,17.8,28.9,12.9,82,43,24.8,14.3,0,0,0,7.5,0,0,1,0
2016,9,1 to  5,1010,0,0,0,0,22.6,25.7,20.5,27.8,18.7,87,63,19.8,12.4,0,0,0,8.7,0,0,0,0
2016,9,6 to 10,1002.2,83,40.5,14,11.5,20.7,24.1,17.8,27.9,16.2,86,51,15.4,9.5,0,0,0,8.7,0,0,1,0
2016,9,11 to 15,1013.8,0.5,0.5,0.5,0.5,19.2,22.8,16,26.1,14.4,80,52,23.4,12.3,0,0,0,7.4,0,0,0,0
2016,9,16 to 20,1008.6,3,3,2.5,1.5,17.9,23,13.4,25.1,10.5,76,34,30.4,14.9,0,0,0,8.6,0,0,0,0
2016,9,21 to 25,1013.8,34,27,4.5,1.5,18.6,22.7,14.5,24.8,11.4,81,33,31.4,13.3,0,0,0,6.7,0,0,0,0
2016,9,26 to 30,1009.8,2,2,2,1,18.3,23.5,13,25.9,8.1,75,39,28,12.3,0,0,0,7.6,0,0,0,0
2016,10,1 to  5,1009.1,26.5,17,7.5,5,16.4,21.4,11,23.1,6.8,75,47,32.1,12.6,0,0,0,6.2,0,0,0,0
2016,10,6 to 10,1007.8,9.5,4,4,3.5,12.3,16.7,7.9,18.7,5.5,70,36,29.3,11.6,0,0,0,7.6,0,0,0,0
2016,10,11 to 15,1015.1,4,2,1,0.5,9.8,15.6,4.1,16.8,2.4,72,33,32.7,11.6,0,0,0,3.9,0,0,0,0
2016,10,16 to 20,1012,6,5.5,5.5,5,12.9,18.3,7.4,20.1,4.7,77,37,32,11.1,0,0,0,4.3,0,0,1,0
2016,10,21 to 25,1009.6,1.5,1.5,1,0.5,7.5,11.7,2.2,13.5,1.8,64,34,22.2,8.8,0,0,0,5.6,0,0,0,0
2016,10,26 to 31,1012.8,6,5,3,2,7.2,11.4,3.6,18,-0.3,63,29,24.5,8.2,0,0,0,7,2,0,1,0
2016,11,1 to  5,1010.1,8,4.5,1.5,1,4.9,8.7,1.7,16.3,1.2,71,39,5.9,5,0,0,0,9.3,4,0,0,0
2016,11,6 to 10,1013.9,20,12,5.5,1.5,2.7,5.9,-0.8,10,-2.8,71,42,16.9,6.3,18,18,14,7.7,3,0,0,0
2016,11,11 to 15,1012.2,47.5,26.5,12.5,3.5,7.3,13.1,1.2,15.2,-2.7,79,48,20.8,6.8,0,0,2,6.5,1,0,2,0
2016,11,16 to 20,1011.5,2,1,0.5,0.5,6.1,9.3,1.9,15.2,-0.4,68,48,9.5,4.9,0,0,0,9.2,2,0,0,0
2016,11,21 to 25,1013.9,4,3.5,1.5,0.5,-0.4,2.5,-3.1,5.7,-7,68,46,14.1,6,8,6,7,8.6,5,0,0,0
2016,11,26 to 30,1015.7,2,1.5,1,0.5,1.5,5.2,-2.3,9,-3.6,71,48,23.5,6.9,3,2,3,7.1,2,0,0,0
2016,12,1 to  5,1009.7,29.5,10.5,4.5,2.5,5.4,9.2,0.7,13,-1.3,76,41,15.3,4.7,8,8,6,7.6,2,0,1,0
2016,12,6 to 10,1007,14.5,8,4.5,1.5,-0.8,2.8,-4.9,5.8,-6.4,75,39,17.9,6,6,3,4,6.5,5,0,0,0
2016,12,11 to 15,1009.5,2.5,2,1,0.5,-1.3,2,-4.6,6.2,-7.7,70,44,22,6.1,1,1,1,6.1,4,0,0,0
2016,12,16 to 20,1012.9,10,7.5,1.5,1,0.5,3.9,-3.7,8,-8.2,74,41,16.8,5.8,18,14,16,6.4,2,0,0,0
2016,12,21 to 25,1011.7,105,55,8,3.5,1.8,5,-2.3,9.7,-4.7,78,39,12.9,3.7,3,2,3,8.7,4,0,0,0
2016,12,26 to 31,1011.1,11.5,7,2,0.5,-0.4,2.3,-4.1,7.5,-7.5,71,41,17.8,4.7,6,3,5,7.8,6,0,0,0
2017,1,1 to  5,1011.1,1.5,1,0.5,0.5,0.4,3.3,-2.3,4.7,-3.7,72,40,13.7,5,4,2,2,7.9,5,0,0,0
2017,1,6 to 10,1008.9,3,2,1.5,0.5,0.4,4.1,-3.1,7.3,-6.3,67,44,16.7,6,7,7,6,7.9,4,0,0,0
2017,1,11 to 15,997.6,20.5,12,2,1,-6.3,-3.6,-9.4,1,-11.7,76,40,14.7,6,31,19,26,8.7,5,0,0,0
2017,1,16 to 20,1011.9,7.5,6,2,1.5,-0.9,2.4,-5.2,4.3,-6.7,68,42,20.1,7.8,7,5,21,8.2,4,0,0,0
2017,1,21 to 25,1009.1,8,7,6.5,4,-3.4,0.4,-8,4.1,-10.9,68,36,17.4,7,9,4,24,7.1,4,0,1,0
2017,1,26 to 31,1010.9,29.5,22,9.5,2.5,-1.5,1.3,-5.9,6.2,-9.4,70,34,17.9,6.6,14,5,26,7.9,6,0,0,0
2017,2,1 to  5,1006.1,4,3.5,1.5,1,-2.4,1.2,-7.5,4.9,-12,68,40,22.8,9.3,6,6,24,7.2,4,0,0,0
2017,2,6 to 10,999.2,5.5,5,3.5,2,-0.1,2.4,-3.5,4.2,-8.1,70,39,11,6.4,8,5,22,8.7,5,0,0,0
2017,2,11 to 15,1009.8,1,0.5,0.5,0.5,1.1,4.2,-1.5,5.4,-2.6,72,48,16.8,9.1,4,3,22,9.7,4,0,0,0
2017,2,16 to 20,1004.2,17.5,6,1.5,1,-0.8,3.1,-5.7,9.7,-10.7,78,48,11.5,6.8,21,8,20,9.5,5,0,0,0
2017,2,21 to 25,1006.1,12,6.5,2.5,1,-1.5,1.8,-5.9,3.9,-8.3,76,38,16.9,9.1,18,12,24,8.2,5,0,0,0
2017,2,26 to 28,1018.7,3.5,3.5,1.5,1.5,-3.1,1.4,-8.7,4.1,-10.5,68,26,22.2,14.3,6,6,25,4,1,0,0,0
2017,3,1 to  5,1007.6,0,0,0,0,1.7,5.1,-1.6,9.3,-3.4,66,40,27.9,12.3,1,1,16,7.9,3,0,0,0
2017,3,6 to 10,997.6,21,6.5,2.5,1.5,-1.3,1.7,-4,2.7,-5.8,84,36,13.1,10.5,36,10,27,9.2,5,0,0,0
2017,3,11 to 15,1012.8,4.5,3.5,1,0.5,1.6,5.9,-2.4,7.3,-6.3,72,32,30.7,13.2,1,1,18,5.2,3,0,0,0
2017,3,16 to 20,1011.7,1,0.5,0.5,0.5,3.4,8.6,-1.1,10.5,-2.3,59,30,45,17.8,0,0,3,3.2,2,0,0,0
2017,3,21 to 25,1007.8,3,3,2.5,1.5,3.1,7.2,-0.5,9.9,-2.3,64,31,25.1,13.6,1,1,1,7.4,4,0,0,0
2017,3,26 to 31,1011.9,17.5,15,11.5,2.5,3.4,8.1,-0.5,10,-1.7,75,41,25.1,11.6,0,0,0,6.4,3,0,1,0
2017,4,1 to  5,1012.6,0.5,0.5,0.5,0.5,5.7,10.7,0.8,15.6,-1.6,71,33,33.3,15.4,0,0,0,5.7,3,0,0,0
2017,4,6 to 10,1008.5,2.5,2.5,1.5,0.5,8.5,13.7,3.4,17.7,-0.4,64,21,32.6,17.7,0,0,0,7.1,0,0,0,0
2017,4,11 to 15,1001,18.5,8,4,1,8,11.5,3.3,14.5,-0.3,63,28,26.7,14.7,2,2,1,7.1,3,0,0,0
2017,4,16 to 20,998.5,45.5,44,9.5,2,8.5,12.9,4.2,16.4,2.8,70,28,25.2,14,0,0,0,7.5,0,0,1,0
2017,4,21 to 25,1010.7,13,9,3.5,2,8,12.7,3.5,16.6,1.6,72,32,37.7,19.1,0,0,0,7.1,0,0,1,1
2017,4,26 to 30,1000,5.5,3,1.5,1,10.5,15.5,5.2,18.5,2.2,70,30,31.5,17.1,0,0,0,7.4,0,0,1,0
