24.4,19.4,13.1,9.8,6.8,7.8,10,15.7,M
23,19,13.5,9,7,6.5,9.1,12.4,S
25.1,18.9,13.5,9.9,5.1,7,8.1,14.5,L
25.1,19.5,14.9,7.5,4.8,5.4,8.8,14.5,M
26.2,19.4,12.7,7.3,5.5,6.2,12.1,15.2,L
25.2,19.8,13.5,8.3,6.3,5.9,10.4,15,M
23.2,19.1,14.2,6.7,5.8,5.7,10.3,14.5,M
22.6,18.4,13.9,9.3,6.1,7.2,10.1,15.4,L
24.4,18.7,11.4,8.9,5.8,6.9,8.5,14.7,L
22.8,16.8,11.9,6.6,4.7,5.4,11.5,17,S
22.9,19.1,14,8.3,5.6,7.2,10.6,13.6,M
25.1,19.4,13.1,8.5,7.1,8.3,10.7,12.8,L
