69,66,56,53,48,50,48,54,M
64,64,63,51,41,60,61,62,S
68,68,56,50,36,52,47,50,L
68,61,58,48,43,49,59,63,M
73,65,58,52,47,48,55,55,L
69,72,55,52,45,52,52,56,M
68,67,63,55,52,59,57,71,M
79,66,74,57,55,56,61,67,L
86,72,71,59,53,49,60,66,L
79,82,67,56,54,56,65,66,S
86,74,72,61,51,59,60,63,M
79,80,69,66,65,55,65,66,L
